word,regional
rubicon mango,"[0.4468756085262042, 0.5531243914737958]"
spam fritter,"[0.4510542222928562, 0.5489457777071438]"
fish bites,"[0.45304200897496705, 0.546957991025033]"
spring roll,"[0.454370446988012, 0.545629553011988]"
piece,"[0.4562983102715691, 0.5437016897284309]"
facebook,"[0.4754315709258996, 0.5245684290741004]"
pakora,"[0.47801416041298306, 0.5219858395870169]"
mince,"[0.47887974808592726, 0.5211202519140727]"
kidney,"[0.47997648893148603, 0.520023511068514]"
inch meat feast,"[0.4899211474645704, 0.5100788525354296]"
pasta,"[0.49921432925156173, 0.5007856707484383]"
sundries,"[0.5218043179330658, 0.4781956820669342]"
ribs,"[0.5232443237993731, 0.47675567620062687]"
vinegar,"[0.5257155481760956, 0.4742844518239045]"
everything,"[0.5305467393147061, 0.46945326068529386]"
portions,"[0.5334734799893535, 0.4665265200106466]"
kidney pie,"[0.5357912916114166, 0.4642087083885834]"
kids fingers,"[0.537541704777375, 0.462458295222625]"
pounder cheese burger,"[0.5379168752294287, 0.46208312477057134]"
grill,"[0.5514715187199623, 0.44852848128003775]"
mushroom pie,"[0.5555101677202373, 0.4444898322797627]"
onion pie,"[0.5578451483271002, 0.4421548516728998]"
quarter pounder chicken burger,"[0.5692700262609752, 0.4307299737390248]"
bottles,"[0.5816552959359692, 0.4183447040640308]"
kids cake,"[0.5827589367653924, 0.41724106323460763]"
jacket potato,"[0.5849605249140151, 0.41503947508598493]"
nuts,"[0.5858706438279848, 0.41412935617201513]"
sausage chips,"[0.5901626387327263, 0.4098373612672736]"
jacket potatoes,"[0.5946280851261696, 0.40537191487383034]"
calzone,"[0.6013961484538558, 0.3986038515461442]"
side,"[0.6069742193406528, 0.39302578065934723]"
salt,"[0.6124902893906043, 0.3875097106093956]"
chicken tikka wrap,"[0.6136059102377621, 0.3863940897622379]"
inch pepperoni,"[0.6149616049587118, 0.38503839504128823]"
award,"[0.6157066167622729, 0.3842933832377271]"
bbq chicken,"[0.6182516036703637, 0.3817483963296363]"
cherry coke,"[0.6184723984554992, 0.3815276015445009]"
collection mins,"[0.6206091584316449, 0.3793908415683551]"
slice,"[0.6222358309304588, 0.37776416906954124]"
email,"[0.6225879328657133, 0.37741206713428666]"
shop,"[0.6250687403514141, 0.3749312596485859]"
pies,"[0.6311482502773311, 0.36885174972266893]"
comments,"[0.6323122436856887, 0.3676877563143113]"
masala,"[0.6325636405533074, 0.3674363594466926]"
donner calzone,"[0.6326576267664916, 0.3673423732335084]"
touchsuccess allergy policies,"[0.6396202739935691, 0.36037972600643087]"
order type selection,"[0.6396202739935691, 0.36037972600643087]"
family meal,"[0.6396665441481402, 0.36033345585185983]"
quarter pounder cheese burger,"[0.6400398983083427, 0.35996010169165726]"
pitta,"[0.643847729001328, 0.356152270998672]"
promotions,"[0.643964856849963, 0.35603514315003704]"
jalapenos,"[0.6456605113841198, 0.3543394886158801]"
pot,"[0.6481056487631007, 0.3518943512368992]"
pudding,"[0.6504145700070416, 0.34958542999295833]"
condition,"[0.6555617368828951, 0.3444382631171049]"
specials,"[0.6601816393048148, 0.3398183606951853]"
collection,"[0.6609896543049114, 0.33901034569508853]"
place,"[0.6621432812703767, 0.33785671872962325]"
pounder,"[0.6659419902688645, 0.33405800973113553]"
postcode,"[0.6659506787508935, 0.3340493212491064]"
cooking,"[0.6662542658080068, 0.33374573419199316]"
sms,"[0.6662542658080068, 0.33374573419199316]"
notifications,"[0.6662542658080068, 0.33374573419199316]"
notifications emails,"[0.6662542658080068, 0.33374573419199316]"
what information protection services,"[0.6662542658080068, 0.33374573419199316]"
forms,"[0.6662542658080068, 0.33374573419199316]"
promotion,"[0.6662542658080068, 0.33374573419199316]"
email sms,"[0.6662542658080068, 0.33374573419199316]"
profile page,"[0.6662542658080068, 0.33374573419199316]"
meat,"[0.6670109301895646, 0.33298906981043547]"
donner meat,"[0.667323548960429, 0.33267645103957105]"
chicken wrap,"[0.6680283385784598, 0.3319716614215402]"
half pounder,"[0.6682776497176082, 0.3317223502823919]"
privacy policy,"[0.6683029357476441, 0.3316970642523559]"
taste,"[0.6711090639472174, 0.32889093605278263]"
gift,"[0.6719113218299714, 0.3280886781700286]"
wings,"[0.6720478255199255, 0.3279521744800745]"
allergy,"[0.6727847881291724, 0.3272152118708276]"
cheesecake,"[0.6747114692204793, 0.3252885307795207]"
fries,"[0.6747201222173147, 0.32527987778268536]"
diet pepsi,"[0.6788371208686614, 0.3211628791313385]"
inch chicken,"[0.6790489096101865, 0.3209510903898135]"
way,"[0.6797870759742375, 0.3202129240257625]"
understanding,"[0.6841245981379206, 0.3158754018620794]"
service times,"[0.6851015329480126, 0.31489846705198743]"
plaice,"[0.6898960975852225, 0.3101039024147775]"
diet coke bottle,"[0.6961559017843182, 0.30384409821568176]"
burger meal,"[0.6968246870815533, 0.30317531291844674]"
chilli sauce,"[0.6972928390968975, 0.3027071609031024]"
chicken strips,"[0.6989420513667373, 0.30105794863326274]"
pork,"[0.6997230007107758, 0.30027699928922424]"
half,"[0.7005783531135505, 0.29942164688644946]"
pizza bread,"[0.7015927561134905, 0.29840724388650947]"
delivery mins,"[0.7037850649548447, 0.2962149350451553]"
terms,"[0.7050562127037732, 0.29494378729622683]"
wrap,"[0.7075094171786616, 0.29249058282133844]"
cheese salad,"[0.7087618755170065, 0.29123812448299347]"
orders,"[0.7098311236622239, 0.2901688763377761]"
chicken steak,"[0.7127135994732454, 0.2872864005267545]"
store,"[0.7136971716386908, 0.2863028283613092]"
inch pizza,"[0.7136976624387223, 0.28630233756127765]"
conditions,"[0.7151773624439006, 0.2848226375560993]"
margherita pizza,"[0.7164220598160738, 0.2835779401839263]"
chicken tikka,"[0.7173044499453431, 0.2826955500546568]"
chicken meal,"[0.7185028764406003, 0.28149712355939965]"
potato fritter,"[0.7194869904994461, 0.28051300950055386]"
person,"[0.721155237084911, 0.27884476291508903]"
website,"[0.7219351030357586, 0.2780648969642414]"
toy,"[0.7251582836306021, 0.27484171636939797]"
mozzarella cheese,"[0.7266663664150588, 0.2733336335849413]"
coke bottle,"[0.7281519676078777, 0.2718480323921223]"
potatoes,"[0.7284443913667064, 0.27155560863329364]"
lucozade,"[0.7284605766580295, 0.27153942334197045]"
seafood,"[0.7286817170954651, 0.27131828290453486]"
jalapeno,"[0.7297113477252963, 0.2702886522747036]"
cod,"[0.7303271928019894, 0.2696728071980105]"
mozzarella,"[0.7315775362101478, 0.26842246378985224]"
rice,"[0.7325762380837313, 0.26742376191626877]"
potato fritters,"[0.7326777006952089, 0.2673222993047911]"
salads,"[0.733616930772047, 0.26638306922795296]"
cans,"[0.734376429388058, 0.265623570611942]"
health,"[0.7382896903248257, 0.26171030967517434]"
meat feast pizza,"[0.738494611354533, 0.261505388645467]"
pounder burger,"[0.7386815347786323, 0.2613184652213677]"
information,"[0.7399610273488137, 0.2600389726511862]"
loading,"[0.7413710306994802, 0.2586289693005198]"
ltr bottle,"[0.7426407647877648, 0.25735923521223525]"
fish burger,"[0.7433840446133841, 0.25661595538661586]"
prices,"[0.7458388110825276, 0.2541611889174724]"
who,"[0.7459569433172311, 0.2540430566827689]"
kids sausage meal,"[0.7478417872604719, 0.2521582127395281]"
doner kebab,"[0.7480896278469537, 0.25191037215304635]"
quarter pounder,"[0.7483938251400439, 0.25160617485995607]"
discounts,"[0.7495725688523942, 0.25042743114760574]"
items,"[0.7513790487415546, 0.24862095125844544]"
fish fingers,"[0.7524271537415904, 0.24757284625840958]"
inch,"[0.7534472714605154, 0.2465527285394846]"
chicken curry,"[0.7570272095052186, 0.2429727904947814]"
doner meat,"[0.7586243089067486, 0.24137569109325135]"
olives,"[0.758937548382306, 0.24106245161769402]"
breadcrumbs,"[0.7591079637807426, 0.2408920362192574]"
donner burger,"[0.7601556352198463, 0.2398443647801537]"
beef,"[0.7611119285054704, 0.23888807149452965]"
kids chicken nuggets,"[0.763870126393562, 0.23612987360643797]"
bread roll,"[0.7650321781507854, 0.23496782184921455]"
chicken kebab,"[0.7652811776099071, 0.23471882239009287]"
delivery,"[0.7656232229411236, 0.23437677705887636]"
pieces,"[0.7661956731179529, 0.2338043268820471]"
l bottle,"[0.7665171494929646, 0.23348285050703538]"
offers,"[0.7677871496188875, 0.23221285038111256]"
rights,"[0.7681278278108904, 0.23187217218910963]"
donner,"[0.76893520413577, 0.23106479586423007]"
potato wedges,"[0.769071757641873, 0.23092824235812703]"
hours,"[0.7692581635064677, 0.23074183649353236]"
cone,"[0.7693753913737084, 0.23062460862629167]"
tomato ketchup,"[0.7709527964900169, 0.2290472035099831]"
pounder beef burger,"[0.7722584278947677, 0.22774157210523222]"
takeaway menu,"[0.7728221258388499, 0.22717787416115004]"
king,"[0.7736112757386039, 0.2263887242613961]"
chicken burger meal,"[0.773842616870891, 0.2261573831291091]"
chicken goujons,"[0.7741194458644799, 0.22588055413552013]"
title,"[0.7746903041785296, 0.2253096958214704]"
chicken pizza,"[0.7759312844966127, 0.22406871550338728]"
fish bar,"[0.7760458323157982, 0.22395416768420187]"
ginger,"[0.7763861208473567, 0.22361387915264333]"
mineral water,"[0.7779316784033579, 0.22206832159664217]"
wraps,"[0.7794504458816492, 0.22054955411835075]"
latte,"[0.7810122283824709, 0.2189877716175291]"
takeaway,"[0.7810425989791295, 0.21895740102087044]"
onions,"[0.7823725745655427, 0.21762742543445732]"
lemon,"[0.7834666258309182, 0.21653337416908178]"
friday,"[0.7838707098911822, 0.21612929010881773]"
chicken salad,"[0.7847565014924873, 0.21524349850751273]"
meat feast,"[0.7852227274261604, 0.21477727257383963]"
herbs,"[0.785315856738833, 0.21468414326116708]"
donner pizza,"[0.7862303777458701, 0.21376962225412985]"
tuna,"[0.7869689706103364, 0.2130310293896636]"
cappuccino,"[0.7878870488632139, 0.21211295113678613]"
lemonade,"[0.7880224363055282, 0.21197756369447185]"
cocktail,"[0.790167252966349, 0.20983274703365096]"
king prawns,"[0.7908131036952301, 0.20918689630476994]"
donner kebab,"[0.7914907980522405, 0.2085092019477595]"
pcs,"[0.7917834489202251, 0.20821655107977483]"
juice,"[0.7925730571253923, 0.20742694287460772]"
cookie dough,"[0.7935016546759999, 0.2064983453240001]"
donner wrap,"[0.7940026002445486, 0.2059973997554514]"
extras,"[0.7943995750748393, 0.20560042492516076]"
basket,"[0.7971507000147755, 0.20284929998522447]"
rolls,"[0.7978439630480582, 0.20215603695194184]"
option,"[0.7979255405824537, 0.2020744594175463]"
prawns,"[0.7982755678733315, 0.2017244321266685]"
saturday,"[0.7994137615502696, 0.20058623844973048]"
tomato sauce,"[0.7997195408150318, 0.20028045918496815]"
side salad,"[0.7997962794416266, 0.2002037205583734]"
bun,"[0.7999900385466492, 0.20000996145335076]"
doner wrap,"[0.800267039611228, 0.19973296038877197]"
reviews,"[0.8003786760993938, 0.19962132390060616]"
quarter pounder burger,"[0.8010257172057885, 0.1989742827942115]"
bottle,"[0.8014534110935909, 0.19854658890640914]"
meals,"[0.8022315797178742, 0.19776842028212582]"
pepperoni pizza,"[0.8028484691166426, 0.19715153088335735]"
bbq sauce,"[0.8033766329831421, 0.19662336701685787]"
quarter pounder beef burger,"[0.8041770227560574, 0.19582297724394257]"
peas,"[0.8048431887670697, 0.1951568112329303]"
ingredients,"[0.8058387919625396, 0.19416120803746043]"
kids meals,"[0.8061579089648714, 0.1938420910351286]"
gravy sauce,"[0.8078486651722927, 0.19215133482770735]"
pepsi,"[0.8080297199737815, 0.19197028002621855]"
omelette,"[0.8100542637781177, 0.1899457362218823]"
seafood pizza,"[0.8106527396792492, 0.1893472603207508]"
salmon,"[0.8118415335412686, 0.18815846645873135]"
peppers,"[0.8141862549079306, 0.18581374509206938]"
dish,"[0.8163979231516572, 0.18360207684834282]"
chicken tikka kebab,"[0.8166312352918952, 0.18336876470810487]"
orange l,"[0.8169224989580133, 0.18307750104198675]"
kebab,"[0.8178199929368968, 0.18218000706310322]"
pasta dishes,"[0.8183202107565307, 0.18167978924346925]"
family,"[0.8190946325566644, 0.18090536744333569]"
staff,"[0.8195271122507046, 0.18047288774929543]"
milkshakes,"[0.8213079567321768, 0.17869204326782312]"
kids sausage,"[0.8220473936142515, 0.17795260638574847]"
water,"[0.8225458640120185, 0.1774541359879815]"
menu,"[0.8250469763553013, 0.17495302364469867]"
vegetable burger,"[0.8257591062891205, 0.17424089371087953]"
pitta bread,"[0.826352139545095, 0.17364786045490493]"
fish cake,"[0.8267749540536259, 0.1732250459463741]"
starters,"[0.8273707687088692, 0.17262923129113086]"
seasons,"[0.8274876980931506, 0.1725123019068494]"
meal deal,"[0.827612961834213, 0.17238703816578707]"
tango,"[0.8278535155111254, 0.17214648448887462]"
ben,"[0.8289233651412659, 0.17107663485873417]"
pizza deal,"[0.8292806369270175, 0.17071936307298252]"
pepper,"[0.8293797939653232, 0.17062020603467673]"
selection,"[0.829860687452768, 0.17013931254723202]"
box,"[0.8301788046291461, 0.16982119537085397]"
time,"[0.8315632980280074, 0.1684367019719925]"
chip,"[0.8326777621415403, 0.1673222378584597]"
pepperoni,"[0.8329475773747237, 0.16705242262527636]"
chips cheese,"[0.8333639487019973, 0.16663605129800277]"
thursday,"[0.8337456489836315, 0.1662543510163685]"
service,"[0.8339286839633684, 0.16607131603663156]"
kids,"[0.8348752036329027, 0.1651247963670973]"
ketchup,"[0.8357886793112795, 0.16421132068872046]"
pizzas,"[0.835838281547201, 0.16416171845279903]"
chip shop,"[0.8358617039008134, 0.16413829609918662]"
haddock,"[0.8359905119268507, 0.16400948807314933]"
sauces,"[0.8360409537673072, 0.16395904623269278]"
half chicken,"[0.8360651750065221, 0.16393482499347786]"
deal,"[0.8363127069571852, 0.16368729304281487]"
choice,"[0.837476923911666, 0.16252307608833405]"
restaurant,"[0.8394800934699245, 0.16051990653007547]"
fritters,"[0.8398279077209565, 0.16017209227904355]"
chicken breast,"[0.8402283930069823, 0.15977160699301773]"
price,"[0.8402780090598254, 0.15972199094017459]"
deals,"[0.8405220456785255, 0.15947795432147446]"
tuesday,"[0.841126238922549, 0.15887376107745096]"
bbq,"[0.8420853390212779, 0.15791466097872203]"
bacon,"[0.8424030924949628, 0.15759690750503713]"
orange,"[0.8424920714648607, 0.15750792853513923]"
cockles,"[0.8428673183071931, 0.15713268169280692]"
salad,"[0.8432419406193435, 0.15675805938065646]"
doner,"[0.8437954872554758, 0.15620451274452424]"
page,"[0.8445245669782611, 0.15547543302173897]"
delivery times,"[0.8449697062542851, 0.15503029374571492]"
potato,"[0.8473066173490973, 0.15269338265090265]"
beans,"[0.847586183682123, 0.15241381631787698]"
sunday,"[0.8476214522217274, 0.15237854777827262]"
mushy peas,"[0.8477981939841843, 0.15220180601581573]"
vegetables,"[0.8480067343788003, 0.1519932656211998]"
diet cocacola,"[0.8482761647638051, 0.15172383523619487]"
cheese burger,"[0.8483403853732017, 0.1516596146267983]"
kebabs,"[0.8488408369834293, 0.1511591630165707]"
home,"[0.8498620033400073, 0.15013799665999267]"
house,"[0.8499371419253471, 0.15006285807465294]"
toppings,"[0.8499779850515722, 0.1500220149484278]"
tomato,"[0.8500874249730139, 0.14991257502698602]"
cocacola,"[0.8508539698319055, 0.14914603016809452]"
pizza,"[0.8513428856627936, 0.1486571143372064]"
mushroom,"[0.8513786070601452, 0.1486213929398548]"
day,"[0.8514625937669769, 0.1485374062330231]"
can,"[0.8516078064336012, 0.14839219356639882]"
mars bar,"[0.8520562353843695, 0.14794376461563058]"
categories,"[0.8528193378106051, 0.14718066218939485]"
toggle navigation,"[0.8536239610974123, 0.14637603890258763]"
burgers,"[0.8546539572901912, 0.14534604270980883]"
jerrys,"[0.855241640977294, 0.144758359022706]"
butter,"[0.8560254729847738, 0.14397452701522614]"
portion,"[0.8563000188327425, 0.1436999811672575]"
fanta l,"[0.856480358922128, 0.14351964107787193]"
opening,"[0.8569619521774444, 0.1430380478225556]"
ham,"[0.8573028556783987, 0.1426971443216013]"
mayo,"[0.8587555300105782, 0.14124446998942178]"
fish,"[0.8587733178823471, 0.14122668211765285]"
order,"[0.8593056171814578, 0.1406943828185422]"
chilli,"[0.8593770556982665, 0.1406229443017335]"
eggs,"[0.8603466950837958, 0.1396533049162042]"
onion,"[0.8605268099779273, 0.13947319002207273]"
coke,"[0.8606216088135934, 0.1393783911864066]"
peppers onions,"[0.8612101715971924, 0.1387898284028076]"
diet coke,"[0.8617752902160173, 0.13822470978398274]"
burger chips,"[0.8628676739152079, 0.1371323260847921]"
sausage,"[0.8640025600531526, 0.1359974399468474]"
lamb,"[0.8640240071290359, 0.13597599287096412]"
farmhouse,"[0.8655740373319019, 0.13442596266809814]"
pineapple fritter,"[0.8656616018604241, 0.1343383981395759]"
desserts,"[0.8658565718931998, 0.13414342810680022]"
dog,"[0.8660288080484375, 0.13397119195156248]"
dishes,"[0.8664179892428379, 0.1335820107571622]"
diet,"[0.8665228659936633, 0.13347713400633665]"
chips,"[0.8673403582723243, 0.1326596417276757]"
fish supper,"[0.8677183052726842, 0.1322816947273157]"
gravy,"[0.8680980214959014, 0.1319019785040986]"
lettuce,"[0.8685608377253983, 0.1314391622746017]"
sides,"[0.8690717081642056, 0.1309282918357943]"
meal deals,"[0.8693407920130368, 0.1306592079869632]"
coffee,"[0.869410724038308, 0.13058927596169206]"
soup,"[0.8694779960777105, 0.1305220039222895]"
spices,"[0.8697342012876197, 0.13026579871238025]"
pie,"[0.8697955975902266, 0.13020440240977335]"
flavour,"[0.8704411515003999, 0.12955884849960012]"
cheese,"[0.8716161635792905, 0.12838383642070947]"
quarter pounder cheeseburger,"[0.8719708783147339, 0.12802912168526615]"
beef burger,"[0.8719878107159005, 0.12801218928409946]"
cod bites,"[0.8723206670781071, 0.1276793329218929]"
cheddar cheese,"[0.8775313649302128, 0.12246863506978721]"
ltr,"[0.8775946319504278, 0.1224053680495723]"
chicken nuggets,"[0.8792488486889151, 0.12075115131108491]"
chicken burger,"[0.8792809876262627, 0.12071901237373728]"
drink,"[0.8796030037175673, 0.12039699628243272]"
curry,"[0.8800711141681906, 0.11992888583180943]"
dip,"[0.880699535540682, 0.11930046445931797]"
chicken fillet burger,"[0.8807498814771946, 0.11925011852280543]"
burger,"[0.8824516753707548, 0.1175483246292452]"
coca cola,"[0.8825586636439313, 0.11744133635606867]"
sauce,"[0.8838862670241654, 0.11611373297583465]"
batter,"[0.8842227735890004, 0.1157772264109996]"
cheesy,"[0.8842336489432787, 0.11576635105672123]"
cheeseburger,"[0.8847937519923204, 0.11520624800767962]"
pineapple,"[0.8850117774067721, 0.1149882225932279]"
tea,"[0.8854037901551651, 0.11459620984483489]"
scampi,"[0.8859817483589285, 0.11401825164107154]"
chillies,"[0.8860481119593485, 0.11395188804065147]"
mayonnaise,"[0.887153796256124, 0.11284620374387604]"
steak,"[0.887772056603849, 0.11222794339615101]"
chicken,"[0.8882845551171545, 0.11171544488284549]"
bread,"[0.8886259958712426, 0.11137400412875746]"
chicken fillet,"[0.8902514546567106, 0.10974854534328939]"
chicken wings,"[0.890871324783127, 0.10912867521687292]"
food,"[0.8914659731777816, 0.1085340268222183]"
crispy,"[0.892419436861599, 0.10758056313840107]"
kids meal,"[0.8929755468049291, 0.10702445319507088]"
mushrooms,"[0.8931159243419382, 0.10688407565806175]"
tel,"[0.8942067059594638, 0.10579329404053614]"
fruit shoot,"[0.8961691958629093, 0.10383080413709067]"
vimto l,"[0.8961966616905712, 0.10380333830942874]"
meal,"[0.8991575243395444, 0.10084247566045552]"
customers,"[0.8993382530486399, 0.10066174695136014]"
onion rings,"[0.8994022699793418, 0.1005977300206582]"
mussels,"[0.8994601193949967, 0.1005398806050033]"
dips,"[0.9008072146030812, 0.09919278539691878]"
drinks,"[0.9015515902740732, 0.09844840972592685]"
chocolate,"[0.9025835195931884, 0.09741648040681164]"
tomatoes,"[0.9045041029523251, 0.09549589704767492]"
egg,"[0.9045897923004175, 0.09541020769958256]"
mozzarella sticks,"[0.9049543089576328, 0.09504569104236715]"
family deal,"[0.9073499991140371, 0.09265000088596283]"
road,"[0.9073549756963297, 0.09264502430367026]"
relish,"[0.9074679612537787, 0.09253203874622133]"
slices,"[0.9108861374225533, 0.08911386257744672]"
milk,"[0.9111367957859513, 0.08886320421404871]"
ice cream,"[0.9119699462173864, 0.08803005378261364]"
breast,"[0.9125346982249185, 0.08746530177508145]"
side orders,"[0.9137424819516567, 0.08625751804834324]"
cream,"[0.9139355630520624, 0.08606443694793764]"
contact,"[0.9139917127475492, 0.08600828725245084]"
coleslaw,"[0.9154982475557035, 0.08450175244429646]"
tuna mayonnaise,"[0.9164286385824031, 0.08357136141759693]"
curry sauce,"[0.9166890421522359, 0.08331095784776407]"
strips,"[0.9195481021945359, 0.08045189780546413]"
chicken leg,"[0.9202942982733484, 0.07970570172665153]"
ribena,"[0.9259330454919998, 0.07406695450800015]"
fritter,"[0.9282965376435952, 0.07170346235640478]"
sausages,"[0.928920584664153, 0.07107941533584702]"
fishcakes,"[0.9368868965041476, 0.0631131034958524]"
fish cakes,"[0.9375994648471454, 0.0624005351528546]"
copyright,"[0.9395711398283804, 0.06042886017161964]"
bar,"[0.9434845919938597, 0.05651540800614027]"
banana,"[0.9446560923329573, 0.055343907667042655]"
tub,"[0.9501044033571714, 0.049895596642828624]"
street,"[0.9566839571176067, 0.04331604288239337]"
roll,"[0.9578857169332153, 0.04211428306678467]"
wine,"[0.9592253364754764, 0.040774663524523684]"
fish finger,"[0.9678308484743394, 0.03216915152566062]"
