id,word,coordinations
1,saturday,"51.51279,-0.09184"
1,orders pm,"51.51279,-0.09184"
1,sunday,"51.51279,-0.09184"
1,home,"51.51279,-0.09184"
1,menu,"51.51279,-0.09184"
1,fish,"51.51279,-0.09184"
1,history,"51.51279,-0.09184"
1,awards,"51.51279,-0.09184"
1,gallery,"51.51279,-0.09184"
1,menu,"51.51279,-0.09184"
1,takeaway menu,"51.51279,-0.09184"
1,kids menu,"51.51279,-0.09184"
1,dessert menu,"51.51279,-0.09184"
1,courses,"51.51279,-0.09184"
1,cod,"51.51279,-0.09184"
1,haddock,"51.51279,-0.09184"
1,rock eel,"51.51279,-0.09184"
1,plaice,"51.51279,-0.09184"
1,fishcake,"51.51279,-0.09184"
1,cod roe,"51.51279,-0.09184"
1,pies,"51.51279,-0.09184"
1,sausage,"51.51279,-0.09184"
1,sausage,"51.51279,-0.09184"
1,chicken breast,"51.51279,-0.09184"
1,veg pastie,"51.51279,-0.09184"
1,fish,"51.51279,-0.09184"
1,egg matzo,"51.51279,-0.09184"
1,side orders,"51.51279,-0.09184"
1,chips,"51.51279,-0.09184"
1,chip,"51.51279,-0.09184"
1,mushy peas,"51.51279,-0.09184"
1,onion,"51.51279,-0.09184"
1,egg,"51.51279,-0.09184"
1,tomato,"51.51279,-0.09184"
1,onion salad,"51.51279,-0.09184"
1,salad,"51.51279,-0.09184"
1,salad,"51.51279,-0.09184"
1,coleslaw,"51.51279,-0.09184"
1,specials,"51.51279,-0.09184"
1,scampi,"51.51279,-0.09184"
1,fish soup,"51.51279,-0.09184"
1,veg soup,"51.51279,-0.09184"
1,fish,"51.51279,-0.09184"
1,oil,"51.51279,-0.09184"
1,caution,"51.51279,-0.09184"
1,fish,"51.51279,-0.09184"
1,bones,"51.51279,-0.09184"
1,food,"51.51279,-0.09184"
1,allergens,"51.51279,-0.09184"
1,member,"51.51279,-0.09184"
1,staff,"51.51279,-0.09184"
1,information,"51.51279,-0.09184"
1,meal,"51.51279,-0.09184"
1,muswell hill broadway,"51.51279,-0.09184"
2,toggle navigation,"51.51279,-0.09184"
2,menu,"51.51279,-0.09184"
2,starters,"51.51279,-0.09184"
2,soup,"51.51279,-0.09184"
2,day,"51.51279,-0.09184"
2,cocktail,"51.51279,-0.09184"
2,sardines,"51.51279,-0.09184"
2,tiger prawns,"51.51279,-0.09184"
2,fish cakes,"51.51279,-0.09184"
2,mussels,"51.51279,-0.09184"
2,batter,"51.51279,-0.09184"
2,zealand,"51.51279,-0.09184"
2,fish dishes,"51.51279,-0.09184"
2,fish dishes,"51.51279,-0.09184"
2,chips,"51.51279,-0.09184"
2,half chips,"51.51279,-0.09184"
2,half salad,"51.51279,-0.09184"
2,cod fillet,"51.51279,-0.09184"
2,plaice,"51.51279,-0.09184"
2,cod,"51.51279,-0.09184"
2,rock salmon,"51.51279,-0.09184"
2,cod plaice,"51.51279,-0.09184"
2,haddock,"51.51279,-0.09184"
2,pepper,"51.51279,-0.09184"
2,cod,"51.51279,-0.09184"
2,mustard,"51.51279,-0.09184"
2,tiger prawns,"51.51279,-0.09184"
2,combo,"51.51279,-0.09184"
2,cod,"51.51279,-0.09184"
2,mustard,"51.51279,-0.09184"
2,batter,"51.51279,-0.09184"
2,cod goujons,"51.51279,-0.09184"
2,batter,"51.51279,-0.09184"
2,salad,"51.51279,-0.09184"
2,masters,"51.51279,-0.09184"
2,specialities,"51.51279,-0.09184"
2,cod haddock,"51.51279,-0.09184"
2,salmon fillet,"51.51279,-0.09184"
2,sardines,"51.51279,-0.09184"
2,seabass,"51.51279,-0.09184"
2,king prawns,"51.51279,-0.09184"
2,butter,"51.51279,-0.09184"
2,dishes,"51.51279,-0.09184"
2,beef burger,"51.51279,-0.09184"
2,chips,"51.51279,-0.09184"
2,cheese burger,"51.51279,-0.09184"
2,chips,"51.51279,-0.09184"
2,chicken,"51.51279,-0.09184"
2,chips,"51.51279,-0.09184"
2,chips,"51.51279,-0.09184"
2,chickenbeef,"51.51279,-0.09184"
2,rice,"51.51279,-0.09184"
2,curry,"51.51279,-0.09184"
2,rice,"51.51279,-0.09184"
2,rice pie,"51.51279,-0.09184"
2,chips,"51.51279,-0.09184"
2,steak,"51.51279,-0.09184"
2,ale beef,"51.51279,-0.09184"
2,onion chicken,"51.51279,-0.09184"
2,mushroom,"51.51279,-0.09184"
2,cheese,"51.51279,-0.09184"
2,onion,"51.51279,-0.09184"
2,side orders,"51.51279,-0.09184"
2,curry,"51.51279,-0.09184"
2,sauce,"51.51279,-0.09184"
2,mushy peas,"51.51279,-0.09184"
2,beans,"51.51279,-0.09184"
2,salad,"51.51279,-0.09184"
2,tomato,"51.51279,-0.09184"
2,onion salad,"51.51279,-0.09184"
2,coleslaw,"51.51279,-0.09184"
2,rice,"51.51279,-0.09184"
2,noodles,"51.51279,-0.09184"
2,singapore noodles,"51.51279,-0.09184"
2,vegetable noodles,"51.51279,-0.09184"
2,kids menu,"51.51279,-0.09184"
2,fish bites,"51.51279,-0.09184"
2,chips,"51.51279,-0.09184"
2,sausage,"51.51279,-0.09184"
2,batter,"51.51279,-0.09184"
2,chips,"51.51279,-0.09184"
2,fish fingers,"51.51279,-0.09184"
2,chips,"51.51279,-0.09184"
2,drinks,"51.51279,-0.09184"
2,coca coca,"51.51279,-0.09184"
2,coca cola diet coke,"51.51279,-0.09184"
2,fanta,"51.51279,-0.09184"
2,apple tango,"51.51279,-0.09184"
2,lemonginger ale,"51.51279,-0.09184"
2,mineral water,"51.51279,-0.09184"
2,water,"51.51279,-0.09184"
2,fruit juice,"51.51279,-0.09184"
2,pineapple grapefruit,"51.51279,-0.09184"
2,beverages,"51.51279,-0.09184"
2,tea,"51.51279,-0.09184"
2,coffe,"51.51279,-0.09184"
2,latte,"51.51279,-0.09184"
2,cappuccino,"51.51279,-0.09184"
2,espresso,"51.51279,-0.09184"
2,milk,"51.51279,-0.09184"
2,chocolate,"51.51279,-0.09184"
2,website masterssuperfishcom,"51.51279,-0.09184"
3,fields,"51.51279,-0.09184"
3,name,"51.51279,-0.09184"
3,email,"51.51279,-0.09184"
3,birthday,"51.51279,-0.09184"
3,day,"51.51279,-0.09184"
3,month,"51.51279,-0.09184"
3,feb,"51.51279,-0.09184"
3,mar,"51.51279,-0.09184"
3,aug,"51.51279,-0.09184"
3,oct,"51.51279,-0.09184"
3,code,"51.51279,-0.09184"
3,newsletter signup,"51.51279,-0.09184"
3,enfield,"51.51279,-0.09184"
3,menu,"51.51279,-0.09184"
3,tel,"51.51279,-0.09184"
3,bottle,"51.51279,-0.09184"
3,water,"51.51279,-0.09184"
3,drink,"51.51279,-0.09184"
3,lunch box,"51.51279,-0.09184"
3,chips,"51.51279,-0.09184"
3,side,"51.51279,-0.09184"
3,water,"51.51279,-0.09184"
3,cod,"51.51279,-0.09184"
3,pie,"51.51279,-0.09184"
3,sausages,"51.51279,-0.09184"
3,saveloys,"51.51279,-0.09184"
3,side,"51.51279,-0.09184"
3,mushy peas,"51.51279,-0.09184"
3,curry,"51.51279,-0.09184"
3,sauce,"51.51279,-0.09184"
3,cod box,"51.51279,-0.09184"
3,chips,"51.51279,-0.09184"
3,water,"51.51279,-0.09184"
3,cod,"51.51279,-0.09184"
3,side,"51.51279,-0.09184"
3,choice,"51.51279,-0.09184"
3,mushy peas,"51.51279,-0.09184"
3,curry,"51.51279,-0.09184"
3,sauce,"51.51279,-0.09184"
3,batter,"51.51279,-0.09184"
3,egg,"51.51279,-0.09184"
3,matzo meal,"51.51279,-0.09184"
3,cod reg,"51.51279,-0.09184"
3,haddock reg,"51.51279,-0.09184"
3,plaice,"51.51279,-0.09184"
3,rock eel,"51.51279,-0.09184"
3,scampi,"51.51279,-0.09184"
3,fishcakes,"51.51279,-0.09184"
3,fishcakes,"51.51279,-0.09184"
3,cod salmon,"51.51279,-0.09184"
3,haddock,"51.51279,-0.09184"
3,cod,"51.51279,-0.09184"
3,haddock goujons,"51.51279,-0.09184"
3,batter,"51.51279,-0.09184"
3,cod roe,"51.51279,-0.09184"
3,salmon,"51.51279,-0.09184"
3,sea bass,"51.51279,-0.09184"
3,board,"51.51279,-0.09184"
3,chicken chunks,"51.51279,-0.09184"
3,nuggets,"51.51279,-0.09184"
3,peters,"51.51279,-0.09184"
3,pies,"51.51279,-0.09184"
3,steak,"51.51279,-0.09184"
3,chicken,"51.51279,-0.09184"
3,mushroom,"51.51279,-0.09184"
3,cheese,"51.51279,-0.09184"
3,onion pastie,"51.51279,-0.09184"
3,sausages,"51.51279,-0.09184"
3,chicken sausage,"51.51279,-0.09184"
3,brie wedges,"51.51279,-0.09184"
3,brie,"51.51279,-0.09184"
3,chips,"51.51279,-0.09184"
3,mushy peas,"51.51279,-0.09184"
3,onion,"51.51279,-0.09184"
3,roll,"51.51279,-0.09184"
3,tartare sauce,"51.51279,-0.09184"
3,curry,"51.51279,-0.09184"
3,sauce,"51.51279,-0.09184"
3,heinz beans,"51.51279,-0.09184"
3,potatoes,"51.51279,-0.09184"
3,carrots,"51.51279,-0.09184"
3,garden peas,"51.51279,-0.09184"
3,salad,"51.51279,-0.09184"
3,chips,"51.51279,-0.09184"
3,beans,"51.51279,-0.09184"
3,mushy,"51.51279,-0.09184"
3,peas,"51.51279,-0.09184"
3,fish goujons,"51.51279,-0.09184"
3,chicken fillet chunks,"51.51279,-0.09184"
3,sausages,"51.51279,-0.09184"
3,boards,"51.51279,-0.09184"
3,day,"51.51279,-0.09184"
3,fritters,"51.51279,-0.09184"
3,pineapple apple,"51.51279,-0.09184"
3,fritters,"51.51279,-0.09184"
3,ice cream,"51.51279,-0.09184"
3,farm ice cream vanilla,"51.51279,-0.09184"
3,opening,"51.51279,-0.09184"
3,pmm,"51.51279,-0.09184"
3,thursday,"51.51279,-0.09184"
3,friday,"51.51279,-0.09184"
3,saturday,"51.51279,-0.09184"
3,sunday,"51.51279,-0.09184"
3,lunch box,"51.51279,-0.09184"
3,chips,"51.51279,-0.09184"
3,side,"51.51279,-0.09184"
3,bottle,"51.51279,-0.09184"
3,water,"51.51279,-0.09184"
3,days,"51.51279,-0.09184"
3,drink,"51.51279,-0.09184"
3,fish,"51.51279,-0.09184"
3,chips,"51.51279,-0.09184"
3,ltd,"51.51279,-0.09184"
4,fish,"51.51279,-0.09184"
4,chips,"51.51279,-0.09184"
4,fish,"51.51279,-0.09184"
4,cod,"51.51279,-0.09184"
4,rock,"51.51279,-0.09184"
4,haddock,"51.51279,-0.09184"
4,plaice,"51.51279,-0.09184"
4,scampi,"51.51279,-0.09184"
4,chips,"51.51279,-0.09184"
4,cod bites,"51.51279,-0.09184"
4,fish,"51.51279,-0.09184"
4,burgers,"51.51279,-0.09184"
4,quarter pounder,"51.51279,-0.09184"
4,half pounder,"51.51279,-0.09184"
4,bean burger,"51.51279,-0.09184"
4,chicken burger,"51.51279,-0.09184"
4,chicken fillet burger,"51.51279,-0.09184"
4,cod burger,"51.51279,-0.09184"
4,sausage,"51.51279,-0.09184"
4,sausage,"51.51279,-0.09184"
4,chicken,"51.51279,-0.09184"
4,chicken pcs,"51.51279,-0.09184"
4,chicken,"51.51279,-0.09184"
4,roast chicken,"51.51279,-0.09184"
4,chicken nuggets,"51.51279,-0.09184"
4,pies,"51.51279,-0.09184"
4,steak,"51.51279,-0.09184"
4,kidney pie,"51.51279,-0.09184"
4,chicken,"51.51279,-0.09184"
4,mushroom,"51.51279,-0.09184"
4,beef,"51.51279,-0.09184"
4,onion pie,"51.51279,-0.09184"
4,cheese,"51.51279,-0.09184"
4,onion,"51.51279,-0.09184"
4,side salad,"51.51279,-0.09184"
4,jacket,"51.51279,-0.09184"
4,otatoes,"51.51279,-0.09184"
4,jacket potato,"51.51279,-0.09184"
4,butter,"51.51279,-0.09184"
4,jacket potato,"51.51279,-0.09184"
4,cheese,"51.51279,-0.09184"
4,jacket potato,"51.51279,-0.09184"
4,beans,"51.51279,-0.09184"
4,jacket potato,"51.51279,-0.09184"
4,corn,"51.51279,-0.09184"
4,jacket potato,"51.51279,-0.09184"
4,tuna mayo,"51.51279,-0.09184"
4,jacket potato,"51.51279,-0.09184"
4,coleslaw,"51.51279,-0.09184"
4,others,"51.51279,-0.09184"
4,roll,"51.51279,-0.09184"
4,butter,"51.51279,-0.09184"
4,onion,"51.51279,-0.09184"
4,egg,"51.51279,-0.09184"
4,sachets,"51.51279,-0.09184"
4,spring roll,"51.51279,-0.09184"
4,curry,"51.51279,-0.09184"
4,spring roll,"51.51279,-0.09184"
4,cod roe,"51.51279,-0.09184"
4,fish cake,"51.51279,-0.09184"
4,mushrooms,"51.51279,-0.09184"
4,extras,"51.51279,-0.09184"
4,coleslaw,"51.51279,-0.09184"
4,corn,"51.51279,-0.09184"
4,mushy peas,"51.51279,-0.09184"
4,peas,"51.51279,-0.09184"
4,beans,"51.51279,-0.09184"
4,curry sauce,"51.51279,-0.09184"
4,pot,"51.51279,-0.09184"
4,sauce,"51.51279,-0.09184"
4,drinks,"51.51279,-0.09184"
4,cans,"51.51279,-0.09184"
4,bottles,"51.51279,-0.09184"
4,website,"51.51279,-0.09184"
4,london,"51.51279,-0.09184"
5,sea shell,"51.51279,-0.09184"
5,lisson,"51.51279,-0.09184"
5,landmark,"51.51279,-0.09184"
5,fish,"51.51279,-0.09184"
5,chips,"51.51279,-0.09184"
5,takeaway menu,"51.51279,-0.09184"
5,lisson,"51.51279,-0.09184"
5,takeaway menu,"51.51279,-0.09184"
5,sea shell,"51.51279,-0.09184"
5,lisson,"51.51279,-0.09184"
5,takeaway menu,"51.51279,-0.09184"
5,sea shell takeaway menu,"51.51279,-0.09184"
5,meals,"51.51279,-0.09184"
5,cod haddock goujons,"51.51279,-0.09184"
5,chips,"51.51279,-0.09184"
5,meal,"51.51279,-0.09184"
5,haddock chips,"51.51279,-0.09184"
5,drink,"51.51279,-0.09184"
5,fish,"51.51279,-0.09184"
5,cod,"51.51279,-0.09184"
5,chips,"51.51279,-0.09184"
5,rock salmon,"51.51279,-0.09184"
5,plaice,"51.51279,-0.09184"
5,salmon,"51.51279,-0.09184"
5,seabass,"51.51279,-0.09184"
5,halibut,"51.51279,-0.09184"
5,cod,"51.51279,-0.09184"
5,lemon goujons,"51.51279,-0.09184"
5,extras,"51.51279,-0.09184"
5,fish cakes,"51.51279,-0.09184"
5,fish finger sandwich,"51.51279,-0.09184"
5,coleslaw,"51.51279,-0.09184"
5,scampi,"51.51279,-0.09184"
5,chips,"51.51279,-0.09184"
5,chips,"51.51279,-0.09184"
5,onion rings,"51.51279,-0.09184"
5,chicken quarter,"51.51279,-0.09184"
5,chicken nuggets,"51.51279,-0.09184"
5,desserts,"51.51279,-0.09184"
5,mushy peas,"51.51279,-0.09184"
5,curry,"51.51279,-0.09184"
5,sauce,"51.51279,-0.09184"
5,sauce,"51.51279,-0.09184"
5,salad bowl,"51.51279,-0.09184"
5,roll,"51.51279,-0.09184"
5,butter,"51.51279,-0.09184"
5,garden peas,"51.51279,-0.09184"
5,drinks,"51.51279,-0.09184"
5,drinks,"51.51279,-0.09184"
5,water,"51.51279,-0.09184"
5,juice,"51.51279,-0.09184"
5,cappuccino,"51.51279,-0.09184"
5,espresso,"51.51279,-0.09184"
5,espresso,"51.51279,-0.09184"
5,advice,"51.51279,-0.09184"
5,foods,"51.51279,-0.09184"
5,food allergens,"51.51279,-0.09184"
5,food,"51.51279,-0.09184"
5,drinks,"51.51279,-0.09184"
5,member,"51.51279,-0.09184"
5,staff,"51.51279,-0.09184"
5,ingredients,"51.51279,-0.09184"
5,fish,"51.51279,-0.09184"
5,fish,"51.51279,-0.09184"
5,batter,"51.51279,-0.09184"
5,groundnut oil,"51.51279,-0.09184"
5,fish,"51.51279,-0.09184"
5,matzo,"51.51279,-0.09184"
5,panko,"51.51279,-0.09184"
5,fish,"51.51279,-0.09184"
5,butter,"51.51279,-0.09184"
5,olive oil,"51.51279,-0.09184"
5,member,"51.51279,-0.09184"
5,staff,"51.51279,-0.09184"
5,fish,"51.51279,-0.09184"
5,bone,"51.51279,-0.09184"
5,minutes,"51.51279,-0.09184"
5,fish,"51.51279,-0.09184"
5,availability,"51.51279,-0.09184"
5,effort,"51.51279,-0.09184"
5,bones,"51.51279,-0.09184"
5,fish,"51.51279,-0.09184"
5,bone,"51.51279,-0.09184"
5,prices,"51.51279,-0.09184"
5,vat,"51.51279,-0.09184"
5,gratuities,"51.51279,-0.09184"
5,discretion,"51.51279,-0.09184"
5,sea shell,"51.51279,-0.09184"
5,meal,"51.51279,-0.09184"
5,feedback,"51.51279,-0.09184"
5,manager,"51.51279,-0.09184"
5,menu,"51.51279,-0.09184"
5,menu,"51.51279,-0.09184"
5,table,"51.51279,-0.09184"
5,table,"51.51279,-0.09184"
5,location,"51.51279,-0.09184"
5,location,"51.51279,-0.09184"
5,events,"51.51279,-0.09184"
5,events,"51.51279,-0.09184"
5,gallery,"51.51279,-0.09184"
5,gallery,"51.51279,-0.09184"
5,languages,"51.51279,-0.09184"
5,languages,"51.51279,-0.09184"
5,sea shell,"51.51279,-0.09184"
5,lisson,"51.51279,-0.09184"
5,hours,"51.51279,-0.09184"
5,friday,"51.51279,-0.09184"
5,saturday,"51.51279,-0.09184"
5,sunday,"51.51279,-0.09184"
5,reservations,"51.51279,-0.09184"
5,access lift,"51.51279,-0.09184"
5,toilets,"51.51279,-0.09184"
5,address,"51.51279,-0.09184"
5,sea shell,"51.51279,-0.09184"
5,lisson,"51.51279,-0.09184"
5,lisson,"51.51279,-0.09184"
5,telephone,"51.51279,-0.09184"
5,terms,"51.51279,-0.09184"
5,conditions,"51.51279,-0.09184"
5,privacy policy,"51.51279,-0.09184"
5,site,"51.51279,-0.09184"
5,cookies,"51.51279,-0.09184"
5,information,"51.51279,-0.09184"
5,cookies,"51.51279,-0.09184"
6,starters,"51.51279,-0.09184"
6,cocktail,"51.51279,-0.09184"
6,cod fishcakes,"51.51279,-0.09184"
6,vegetable cakes,"51.51279,-0.09184"
6,cheese fritters,"51.51279,-0.09184"
6,mozzarella fritters,"51.51279,-0.09184"
6,tail scampi,"51.51279,-0.09184"
6,salmon fishcakes,"51.51279,-0.09184"
6,strips,"51.51279,-0.09184"
6,rings,"51.51279,-0.09184"
6,plum tomatoes,"51.51279,-0.09184"
6,bread,"51.51279,-0.09184"
6,fish,"51.51279,-0.09184"
6,oil,"51.51279,-0.09184"
6,fish,"51.51279,-0.09184"
6,olive oil,"51.51279,-0.09184"
6,oregano,"51.51279,-0.09184"
6,cod,"51.51279,-0.09184"
6,cod,"51.51279,-0.09184"
6,cod,"51.51279,-0.09184"
6,cod,"51.51279,-0.09184"
6,haddock,"51.51279,-0.09184"
6,haddock,"51.51279,-0.09184"
6,haddock,"51.51279,-0.09184"
6,haddock,"51.51279,-0.09184"
6,cod fishcakes,"51.51279,-0.09184"
6,plaice,"51.51279,-0.09184"
6,vegetable cakes,"51.51279,-0.09184"
6,wing,"51.51279,-0.09184"
6,salmon fishcakes,"51.51279,-0.09184"
6,salmon,"51.51279,-0.09184"
6,rock salmon,"51.51279,-0.09184"
6,availability,"51.51279,-0.09184"
6,plaice,"51.51279,-0.09184"
6,wing,"51.51279,-0.09184"
6,tail scampi,"51.51279,-0.09184"
6,strips,"51.51279,-0.09184"
6,rings,"51.51279,-0.09184"
6,side orders,"51.51279,-0.09184"
6,salads,"51.51279,-0.09184"
6,chips,"51.51279,-0.09184"
6,tomato,"51.51279,-0.09184"
6,onion,"51.51279,-0.09184"
6,garden peas,"51.51279,-0.09184"
6,salad,"51.51279,-0.09184"
6,mushy peas,"51.51279,-0.09184"
6,tomato,"51.51279,-0.09184"
6,mozzarella,"51.51279,-0.09184"
6,cheese fritters,"51.51279,-0.09184"
6,salad,"51.51279,-0.09184"
6,mozzarella cheese fritters,"51.51279,-0.09184"
6,salad,"51.51279,-0.09184"
6,pickles,"51.51279,-0.09184"
6,bread,"51.51279,-0.09184"
6,butter,"51.51279,-0.09184"
6,onion,"51.51279,-0.09184"
6,desserts,"51.51279,-0.09184"
6,digestives,"51.51279,-0.09184"
6,apple crumble,"51.51279,-0.09184"
6,custard,"51.51279,-0.09184"
6,icecream,"51.51279,-0.09184"
6,custard,"51.51279,-0.09184"
6,icecream,"51.51279,-0.09184"
6,grappa,"51.51279,-0.09184"
6,grappa,"51.51279,-0.09184"
6,custard,"51.51279,-0.09184"
6,icecream,"51.51279,-0.09184"
6,whiskey,"51.51279,-0.09184"
6,label,"51.51279,-0.09184"
6,bread,"51.51279,-0.09184"
6,butter,"51.51279,-0.09184"
6,pudding,"51.51279,-0.09184"
6,custard,"51.51279,-0.09184"
6,icecream,"51.51279,-0.09184"
6,cognac,"51.51279,-0.09184"
6,remy martin,"51.51279,-0.09184"
6,treacle syrup sponge,"51.51279,-0.09184"
6,custard,"51.51279,-0.09184"
6,icecream,"51.51279,-0.09184"
6,montenegro,"51.51279,-0.09184"
6,raspberry jam sponge,"51.51279,-0.09184"
6,custard,"51.51279,-0.09184"
6,icecream,"51.51279,-0.09184"
6,chocolate sponge,"51.51279,-0.09184"
6,custard,"51.51279,-0.09184"
6,icecream,"51.51279,-0.09184"
6,toffee pudding,"51.51279,-0.09184"
6,custard,"51.51279,-0.09184"
6,icecream,"51.51279,-0.09184"
6,ice cream,"51.51279,-0.09184"
6,vanilla chocolate,"51.51279,-0.09184"
6,caffe,"51.51279,-0.09184"
6,berry panna cotta,"51.51279,-0.09184"
6,passion fruit panna cotta,"51.51279,-0.09184"
6,beverages,"51.51279,-0.09184"
6,beverages,"51.51279,-0.09184"
6,tea,"51.51279,-0.09184"
6,coca cola,"51.51279,-0.09184"
6,filter coffee,"51.51279,-0.09184"
6,diet coke,"51.51279,-0.09184"
6,espresso,"51.51279,-0.09184"
6,coke,"51.51279,-0.09184"
6,cappuccino,"51.51279,-0.09184"
6,caffe,"51.51279,-0.09184"
6,latte,"51.51279,-0.09184"
6,chocolate,"51.51279,-0.09184"
6,ginger beer,"51.51279,-0.09184"
6,mint,"51.51279,-0.09184"
6,lemon tea,"51.51279,-0.09184"
6,mineral water,"51.51279,-0.09184"
6,espresso,"51.51279,-0.09184"
6,mineral water,"51.51279,-0.09184"
6,coffee,"51.51279,-0.09184"
6,apple,"51.51279,-0.09184"
6,juice,"51.51279,-0.09184"
6,mint,"51.51279,-0.09184"
6,lemon cooler,"51.51279,-0.09184"
6,lemon ice tea,"51.51279,-0.09184"
6,cocktails,"51.51279,-0.09184"
6,gin,"51.51279,-0.09184"
6,tonic,"51.51279,-0.09184"
6,lemonade,"51.51279,-0.09184"
6,vodka lemonade,"51.51279,-0.09184"
6,jug,"51.51279,-0.09184"
6,alcohol,"51.51279,-0.09184"
6,wine,"51.51279,-0.09184"
6,house,"51.51279,-0.09184"
6,grecanico,"51.51279,-0.09184"
6,sibiliana,"51.51279,-0.09184"
6,italy,"51.51279,-0.09184"
6,grape,"51.51279,-0.09184"
6,glass,"51.51279,-0.09184"
6,soave region aromas,"51.51279,-0.09184"
6,fruit,"51.51279,-0.09184"
6,glass,"51.51279,-0.09184"
6,almond,"51.51279,-0.09184"
6,balance,"51.51279,-0.09184"
6,concentration,"51.51279,-0.09184"
6,fruit,"51.51279,-0.09184"
6,casal thaulero,"51.51279,-0.09184"
6,italy,"51.51279,-0.09184"
6,reflections,"51.51279,-0.09184"
6,fruity,"51.51279,-0.09184"
6,glass,"51.51279,-0.09184"
6,palate,"51.51279,-0.09184"
6,glass,"51.51279,-0.09184"
6,sauvignon veneto,"51.51279,-0.09184"
6,torresella,"51.51279,-0.09184"
6,italy,"51.51279,-0.09184"
6,wine strawyellow,"51.51279,-0.09184"
6,lights,"51.51279,-0.09184"
6,fragrance,"51.51279,-0.09184"
6,elderflower,"51.51279,-0.09184"
6,freshness,"51.51279,-0.09184"
6,softness,"51.51279,-0.09184"
6,pinot grigio,"51.51279,-0.09184"
6,torresella,"51.51279,-0.09184"
6,italy,"51.51279,-0.09184"
6,wine,"51.51279,-0.09184"
6,straw hue,"51.51279,-0.09184"
6,persistence,"51.51279,-0.09184"
6,fish recipes,"51.51279,-0.09184"
6,rias,"51.51279,-0.09184"
6,spain,"51.51279,-0.09184"
6,apricot,"51.51279,-0.09184"
6,peach,"51.51279,-0.09184"
6,balance,"51.51279,-0.09184"
6,zesty,"51.51279,-0.09184"
6,citrus backbone,"51.51279,-0.09184"
6,viognierchardonnay,"51.51279,-0.09184"
6,italy,"51.51279,-0.09184"
6,santa anastasia,"51.51279,-0.09184"
6,colour,"51.51279,-0.09184"
6,hues,"51.51279,-0.09184"
6,intensity notes,"51.51279,-0.09184"
6,peach,"51.51279,-0.09184"
6,blossom taste,"51.51279,-0.09184"
6,hints,"51.51279,-0.09184"
6,melon,"51.51279,-0.09184"
6,taste,"51.51279,-0.09184"
6,pinot grigio doc,"51.51279,-0.09184"
6,italy,"51.51279,-0.09184"
6,santa margherita,"51.51279,-0.09184"
6,wine,"51.51279,-0.09184"
6,aroma,"51.51279,-0.09184"
6,taste,"51.51279,-0.09184"
6,flavour,"51.51279,-0.09184"
6,apples,"51.51279,-0.09184"
6,wine,"51.51279,-0.09184"
6,house,"51.51279,-0.09184"
6,roceno,"51.51279,-0.09184"
6,sibiliana,"51.51279,-0.09184"
6,italy,"51.51279,-0.09184"
6,grape variety tannins,"51.51279,-0.09184"
6,glass,"51.51279,-0.09184"
6,abundance,"51.51279,-0.09184"
6,fruit,"51.51279,-0.09184"
6,glass,"51.51279,-0.09184"
6,casal thaulero,"51.51279,-0.09184"
6,italy,"51.51279,-0.09184"
6,colour,"51.51279,-0.09184"
6,violet,"51.51279,-0.09184"
6,bouquet,"51.51279,-0.09184"
6,beaute malbec,"51.51279,-0.09184"
6,france,"51.51279,-0.09184"
6,blackberries,"51.51279,-0.09184"
6,plums,"51.51279,-0.09184"
6,blueberries,"51.51279,-0.09184"
6,touch,"51.51279,-0.09184"
6,spice,"51.51279,-0.09184"
6,classico,"51.51279,-0.09184"
6,lamole,"51.51279,-0.09184"
6,italy,"51.51279,-0.09184"
6,colour,"51.51279,-0.09184"
6,tints,"51.51279,-0.09184"
6,fragrances,"51.51279,-0.09184"
6,forest fruits spices cherries,"51.51279,-0.09184"
6,spices,"51.51279,-0.09184"
6,notes,"51.51279,-0.09184"
6,suggestion,"51.51279,-0.09184"
6,wood,"51.51279,-0.09184"
6,barolo,"51.51279,-0.09184"
6,oddero,"51.51279,-0.09184"
6,italy,"51.51279,-0.09184"
6,colour,"51.51279,-0.09184"
6,age,"51.51279,-0.09184"
6,nose,"51.51279,-0.09184"
6,notes,"51.51279,-0.09184"
6,forest fruit herbs,"51.51279,-0.09184"
6,flowers liquorice,"51.51279,-0.09184"
6,house,"51.51279,-0.09184"
6,mascalese,"51.51279,-0.09184"
6,sibiliana,"51.51279,-0.09184"
6,italy,"51.51279,-0.09184"
6,fruity taste,"51.51279,-0.09184"
6,glass,"51.51279,-0.09184"
6,nose,"51.51279,-0.09184"
6,glass,"51.51279,-0.09184"
6,pinot grigio,"51.51279,-0.09184"
6,torresella,"51.51279,-0.09184"
6,italy,"51.51279,-0.09184"
6,pinkish hue,"51.51279,-0.09184"
6,copper,"51.51279,-0.09184"
6,glass,"51.51279,-0.09184"
6,balance,"51.51279,-0.09184"
6,fruit,"51.51279,-0.09184"
6,fruit acidity,"51.51279,-0.09184"
6,palate,"51.51279,-0.09184"
6,provence france,"51.51279,-0.09184"
6,warmth,"51.51279,-0.09184"
6,fruit,"51.51279,-0.09184"
6,acidity,"51.51279,-0.09184"
6,peachy edge notes,"51.51279,-0.09184"
6,predominate background notes,"51.51279,-0.09184"
6,pepper,"51.51279,-0.09184"
6,rosamara,"51.51279,-0.09184"
6,notte,"51.51279,-0.09184"
6,vezzola,"51.51279,-0.09184"
6,italy,"51.51279,-0.09184"
