word,shop_num_less_value,total_shop_num,propotion,regional
dazs,13,14,0.93,unknown
carbonara,14,15,0.93,unknown
yorkshire,12,13,0.92,unknown
instantly,11,12,0.92,unknown
haagen,12,13,0.92,unknown
rump,11,12,0.92,unknown
naan,28,31,0.9,true
bechamel,9,10,0.9,unknown
penne,9,10,0.9,unknown
cumberland,8,9,0.89,unknown
folded,7,8,0.88,unknown
suey,15,17,0.88,false
edinburgh,7,8,0.88,unknown
faggot,7,8,0.88,unknown
whitby,7,8,0.88,unknown
volcano,6,7,0.86,unknown
picante,6,7,0.86,unknown
inferno,11,13,0.85,unknown
scallop,35,41,0.85,true
rib,41,49,0.84,false
cantonese,5,6,0.83,unknown
cloudy,5,6,0.83,unknown
ourselv,5,6,0.83,unknown
exciting,5,6,0.83,unknown
balti,15,18,0.83,false
pellegrino,5,6,0.83,unknown
lrg,5,6,0.83,unknown
scottish,5,6,0.83,unknown
alternative,5,6,0.83,unknown
paneer,5,6,0.83,unknown
produce,5,6,0.83,unknown
jalapeos,5,6,0.83,unknown
butti,5,6,0.83,unknown
meaty,9,11,0.82,unknown
quattro,9,11,0.82,unknown
shot,18,22,0.82,true
crunch,14,17,0.82,true
splash,9,11,0.82,unknown
keema,9,11,0.82,unknown
macaroni,22,27,0.81,true
parmesan,13,16,0.81,true
asian,4,5,0.8,unknown
pancetta,4,5,0.8,unknown
securely,12,15,0.8,unknown
sml,4,5,0.8,unknown
stoke,4,5,0.8,unknown
seasoning,4,5,0.8,unknown
write,8,10,0.8,unknown
natural,4,5,0.8,unknown
tropicana,4,5,0.8,unknown
rock,12,15,0.8,unknown
blanc,4,5,0.8,unknown
dandelion,12,15,0.8,unknown
limeade,4,5,0.8,unknown
tablet,4,5,0.8,unknown
burdock,12,15,0.8,unknown
google,4,5,0.8,unknown
wafer,4,5,0.8,unknown
mediterranean,8,10,0.8,unknown
galaxy,4,5,0.8,unknown
pakora,30,38,0.79,false
spaghetti,19,24,0.79,false
healthy,7,9,0.78,unknown
cornish,18,23,0.78,true
haggis,50,65,0.77,true
skate,10,13,0.77,unknown
appetite,3,4,0.75,unknown
bru,40,53,0.75,false
give,9,12,0.75,unknown
raisin,3,4,0.75,unknown
zinfandel,3,4,0.75,unknown
magnum,3,4,0.75,unknown
reputation,3,4,0.75,unknown
caper,3,4,0.75,unknown
frying,3,4,0.75,unknown
fragrant,3,4,0.75,unknown
irn,40,53,0.75,false
tizer,3,4,0.75,unknown
chile,3,4,0.75,unknown
belly,3,4,0.75,unknown
smokey,12,16,0.75,true
posh,3,4,0.75,unknown
mixture,3,4,0.75,unknown
stagioni,9,12,0.75,unknown
morning,3,4,0.75,unknown
managed,3,4,0.75,unknown
hawaii,3,4,0.75,unknown
guava,9,12,0.75,unknown
level,3,4,0.75,unknown
napoli,6,8,0.75,unknown
france,3,4,0.75,unknown
meatball,6,8,0.75,unknown
sustainability,3,4,0.75,unknown
man,3,4,0.75,unknown
mexicana,3,4,0.75,unknown
gammon,3,4,0.75,unknown
combined,3,4,0.75,unknown
harrogate,3,4,0.75,unknown
offered,3,4,0.75,unknown
crumble,3,4,0.75,unknown
pattie,15,20,0.75,true
munchy,6,8,0.75,unknown
being,6,8,0.75,unknown
calori,3,4,0.75,unknown
least,3,4,0.75,unknown
bake,3,4,0.75,unknown
won,3,4,0.75,unknown
iron,3,4,0.75,unknown
point,3,4,0.75,unknown
simple,3,4,0.75,unknown
eel,3,4,0.75,unknown
continuing,3,4,0.75,unknown
mature,3,4,0.75,unknown
club,3,4,0.75,unknown
wonton,3,4,0.75,unknown
sugar,6,8,0.75,unknown
spot,3,4,0.75,unknown
mocha,3,4,0.75,unknown
pleased,3,4,0.75,unknown
problem,3,4,0.75,unknown
fishing,3,4,0.75,unknown
twitter,6,8,0.75,unknown
passion,9,12,0.75,unknown
vat,3,4,0.75,unknown
harvested,3,4,0.75,unknown
value,14,19,0.74,true
pukka,11,15,0.73,unknown
chosen,8,11,0.73,unknown
bull,11,15,0.73,unknown
samosa,13,18,0.72,true
med,5,7,0.71,unknown
marinara,5,7,0.71,unknown
kiev,20,28,0.71,true
taken,5,7,0.71,unknown
bhaji,5,7,0.71,unknown
patti,5,7,0.71,unknown
devil,5,7,0.71,unknown
grated,5,7,0.71,unknown
browser,5,7,0.71,unknown
halloumi,7,10,0.7,unknown
sign,7,10,0.7,unknown
cut,7,10,0.7,unknown
cucumber,9,13,0.69,unknown
facebook,9,13,0.69,unknown
captain,2,3,0.67,unknown
watering,4,6,0.67,unknown
adult,2,3,0.67,unknown
description,2,3,0.67,unknown
exclud,2,3,0.67,unknown
too,6,9,0.67,unknown
vermicelli,4,6,0.67,unknown
chipotle,2,3,0.67,unknown
sourcing,2,3,0.67,unknown
pre,2,3,0.67,unknown
hygiene,4,6,0.67,unknown
youre,2,3,0.67,unknown
roma,2,3,0.67,unknown
got,2,3,0.67,unknown
easy,2,3,0.67,unknown
cuisin,2,3,0.67,unknown
continue,4,6,0.67,unknown
fork,2,3,0.67,unknown
scrambled,2,3,0.67,unknown
gateau,2,3,0.67,unknown
taylor,2,3,0.67,unknown
orangeade,2,3,0.67,unknown
monkfish,2,3,0.67,unknown
thing,2,3,0.67,unknown
ideal,2,3,0.67,unknown
especially,2,3,0.67,unknown
savoury,10,15,0.67,unknown
maintained,2,3,0.67,unknown
aero,2,3,0.67,unknown
delicate,2,3,0.67,unknown
steamed,6,9,0.67,unknown
except,2,3,0.67,unknown
leek,2,3,0.67,unknown
caribbean,4,6,0.67,unknown
confirm,2,3,0.67,unknown
hosted,2,3,0.67,unknown
moved,2,3,0.67,unknown
thousand,2,3,0.67,unknown
building,2,3,0.67,unknown
foster,2,3,0.67,unknown
committed,2,3,0.67,unknown
szechuan,4,6,0.67,unknown
finish,2,3,0.67,unknown
temperature,2,3,0.67,unknown
fancy,4,6,0.67,unknown
ton,2,3,0.67,unknown
believe,2,3,0.67,unknown
profiterol,2,3,0.67,unknown
individual,2,3,0.67,unknown
whelk,2,3,0.67,unknown
seek,2,3,0.67,unknown
arrived,2,3,0.67,unknown
makes,2,3,0.67,unknown
responsibly,2,3,0.67,unknown
bit,14,21,0.67,true
italiano,2,3,0.67,unknown
parade,2,3,0.67,unknown
bubblegum,2,3,0.67,unknown
capital,2,3,0.67,unknown
larger,2,3,0.67,unknown
closing,2,3,0.67,unknown
dripping,6,9,0.67,unknown
tube,2,3,0.67,unknown
halal,6,9,0.67,unknown
fact,4,6,0.67,unknown
should,2,3,0.67,unknown
gram,2,3,0.67,unknown
bristol,2,3,0.67,unknown
blackcurrent,2,3,0.67,unknown
fisheri,6,9,0.67,unknown
pensioners,2,3,0.67,unknown
upon,2,3,0.67,unknown
coffe,2,3,0.67,unknown
expand,2,3,0.67,unknown
five,4,6,0.67,unknown
does,2,3,0.67,unknown
smartphone,2,3,0.67,unknown
sirloin,2,3,0.67,unknown
capricosa,2,3,0.67,unknown
under,9,14,0.64,unknown
smoked,39,61,0.64,false
love,7,11,0.64,unknown
serving,7,11,0.64,unknown
masala,14,22,0.64,false
telephone,7,11,0.64,unknown
including,9,14,0.64,unknown
lucozade,9,14,0.64,unknown
piece,25,39,0.64,false
enjoy,10,16,0.63,false
created,5,8,0.63,unknown
fungi,5,8,0.63,unknown
prior,5,8,0.63,unknown
cooki,12,19,0.63,true
shandy,5,8,0.63,unknown
lighter,5,8,0.63,unknown
spam,22,35,0.63,true
lane,5,8,0.63,unknown
flavoured,5,8,0.63,unknown
scotch,5,8,0.63,unknown
their,5,8,0.63,unknown
sourced,5,8,0.63,unknown
sundri,16,26,0.62,true
roe,26,42,0.62,true
munchie,8,13,0.62,unknown
per,8,13,0.62,unknown
pollo,14,23,0.61,true
well,11,18,0.61,false
pasti,19,31,0.61,true
supplied,3,5,0.6,unknown
browsing,3,5,0.6,unknown
provide,3,5,0.6,unknown
then,9,15,0.6,unknown
sprout,3,5,0.6,unknown
feed,3,5,0.6,unknown
supper,34,57,0.6,false
thu,3,5,0.6,unknown
pink,3,5,0.6,unknown
care,3,5,0.6,unknown
prime,3,5,0.6,unknown
munch,3,5,0.6,unknown
field,3,5,0.6,unknown
since,3,5,0.6,unknown
design,6,10,0.6,unknown
saveloy,33,55,0.6,false
site,9,15,0.6,unknown
signature,3,5,0.6,unknown
avenue,3,5,0.6,unknown
liver,3,5,0.6,unknown
smothered,3,5,0.6,unknown
upright,3,5,0.6,unknown
cafe,3,5,0.6,unknown
tab,3,5,0.6,unknown
merlot,3,5,0.6,unknown
job,3,5,0.6,unknown
web,3,5,0.6,unknown
see,11,19,0.58,false
farm,7,12,0.58,unknown
contain,7,12,0.58,unknown
sauvignon,4,7,0.57,unknown
feedback,4,7,0.57,unknown
subject,4,7,0.57,unknown
cracker,4,7,0.57,unknown
foo,4,7,0.57,unknown
amazing,4,7,0.57,unknown
long,8,14,0.57,unknown
savouri,4,7,0.57,unknown
pop,26,46,0.57,false
chow,4,7,0.57,unknown
prosciutto,4,7,0.57,unknown
stir,4,7,0.57,unknown
kung,4,7,0.57,unknown
built,4,7,0.57,unknown
flaming,4,7,0.57,unknown
noodle,4,7,0.57,unknown
satay,4,7,0.57,unknown
duck,4,7,0.57,unknown
mein,4,7,0.57,unknown
yung,4,7,0.57,unknown
buster,4,7,0.57,unknown
peking,4,7,0.57,unknown
custard,4,7,0.57,unknown
rissole,5,9,0.56,unknown
request,5,9,0.56,unknown
visit,5,9,0.56,unknown
spare,5,9,0.56,unknown
bass,5,9,0.56,unknown
tandoori,19,34,0.56,false
milano,5,9,0.56,unknown
feta,5,9,0.56,unknown
cone,26,47,0.55,false
welcome,11,20,0.55,false
product,6,11,0.55,unknown
pan,6,11,0.55,unknown
premium,6,11,0.55,unknown
espresso,6,11,0.55,unknown
toast,6,11,0.55,unknown
pasty,23,42,0.55,false
greek,7,13,0.54,unknown
had,7,13,0.54,unknown
only,28,52,0.54,false
tasty,7,13,0.54,unknown
ordered,7,13,0.54,unknown
tray,28,52,0.54,false
ltd,7,13,0.54,unknown
flake,7,13,0.54,unknown
allergy,20,38,0.53,false
agree,19,36,0.53,false
kofte,8,15,0.53,unknown
ask,8,15,0.53,unknown
prepared,10,19,0.53,false
include,8,15,0.53,unknown
pancake,8,15,0.53,unknown
finest,8,15,0.53,unknown
roast,14,27,0.52,false
cocktail,13,25,0.52,false
salt,14,27,0.52,false
check,14,27,0.52,false
two,17,33,0.52,false
kidney,44,85,0.52,false
great,16,31,0.52,false
specially,3,6,0.5,unknown
herb,5,10,0.5,unknown
credit,2,4,0.5,unknown
until,4,8,0.5,unknown
how,18,36,0.5,false
chopped,6,12,0.5,unknown
took,2,4,0.5,unknown
surrounding,2,4,0.5,unknown
rate,3,6,0.5,unknown
sorrento,2,4,0.5,unknown
lunchtime,6,12,0.5,unknown
luxury,2,4,0.5,unknown
mashed,3,6,0.5,unknown
subtle,2,4,0.5,unknown
pinot,3,6,0.5,unknown
improve,3,6,0.5,unknown
com,2,4,0.5,unknown
grigio,3,6,0.5,unknown
parsley,4,8,0.5,unknown
pick,3,6,0.5,unknown
ocean,2,4,0.5,unknown
specific,2,4,0.5,unknown
proudly,1,2,0.5,unknown
corn,7,14,0.5,unknown
ensure,5,10,0.5,unknown
payment,3,6,0.5,unknown
rubicon,10,20,0.5,false
seaweed,2,4,0.5,unknown
energy,2,4,0.5,unknown
intolerances,2,4,0.5,unknown
ribs,8,16,0.5,false
pure,2,4,0.5,unknown
map,2,4,0.5,unknown
exclusive,2,4,0.5,unknown
approx,2,4,0.5,unknown
displayed,2,4,0.5,unknown
samosas,3,6,0.5,unknown
card,4,8,0.5,unknown
spanish,4,8,0.5,unknown
caught,2,4,0.5,unknown
bounty,3,6,0.5,unknown
offering,2,4,0.5,unknown
proud,2,4,0.5,unknown
show,2,4,0.5,unknown
recipe,4,8,0.5,unknown
bargain,2,4,0.5,unknown
label,2,4,0.5,unknown
notice,2,4,0.5,unknown
joe,2,4,0.5,unknown
shopping,2,4,0.5,unknown
singapore,4,8,0.5,unknown
around,3,6,0.5,unknown
mon,9,18,0.5,false
provided,2,4,0.5,unknown
soya,2,4,0.5,unknown
knickerbocker,2,4,0.5,unknown
strawberri,2,4,0.5,unknown
pear,2,4,0.5,unknown
brandy,2,4,0.5,unknown
follow,11,22,0.5,false
religious,2,4,0.5,unknown
mild,10,20,0.5,false
mile,2,4,0.5,unknown
chestnut,2,4,0.5,unknown
known,2,4,0.5,unknown
chardonnay,2,4,0.5,unknown
history,2,4,0.5,unknown
stated,2,4,0.5,unknown
share,18,36,0.5,false
cours,2,4,0.5,unknown
current,2,4,0.5,unknown
money,3,6,0.5,unknown
both,2,4,0.5,unknown
rio,7,14,0.5,unknown
italy,3,6,0.5,unknown
recent,2,4,0.5,unknown
source,3,6,0.5,unknown
sorbet,2,4,0.5,unknown
newsletter,2,4,0.5,unknown
pale,2,4,0.5,unknown
mouth,5,10,0.5,unknown
selected,3,6,0.5,unknown
consist,2,4,0.5,unknown
peppermint,2,4,0.5,unknown
required,3,6,0.5,unknown
replicated,2,4,0.5,unknown
lolly,2,4,0.5,unknown
receive,18,36,0.5,false
wedge,2,4,0.5,unknown
carrot,5,10,0.5,unknown
wonderful,2,4,0.5,unknown
collection,26,52,0.5,false
cabbage,3,6,0.5,unknown
poached,2,4,0.5,unknown
funghi,10,20,0.5,false
covered,3,6,0.5,unknown
pancak,3,6,0.5,unknown
bed,3,6,0.5,unknown
lover,2,4,0.5,unknown
peppered,4,8,0.5,unknown
nutella,2,4,0.5,unknown
bring,2,4,0.5,unknown
filleted,2,4,0.5,unknown
requirement,2,4,0.5,unknown
cajun,2,4,0.5,unknown
mexicano,3,6,0.5,unknown
kosher,2,4,0.5,unknown
much,3,6,0.5,unknown
kitchen,2,4,0.5,unknown
snack,5,10,0.5,unknown
hummus,2,4,0.5,unknown
pita,2,4,0.5,unknown
less,2,4,0.5,unknown
proper,4,8,0.5,unknown
statement,2,4,0.5,unknown
glory,2,4,0.5,unknown
reservations,2,4,0.5,unknown
cherryade,3,6,0.5,unknown
using,11,22,0.5,false
pilau,3,6,0.5,unknown
sure,17,35,0.49,false
bolognese,19,39,0.49,false
there,21,43,0.49,false
calzone,22,45,0.49,false
comment,21,43,0.49,false
cooking,16,33,0.48,false
was,11,23,0.48,false
directly,16,33,0.48,false
accepted,15,31,0.48,false
spice,10,21,0.48,false
children,13,27,0.48,false
hour,14,29,0.48,false
call,10,21,0.48,false
quality,16,33,0.48,false
type,16,34,0.47,false
enter,16,34,0.47,false
combination,7,15,0.47,unknown
collect,14,30,0.47,false
dinner,7,15,0.47,unknown
form,14,30,0.47,false
latte,8,17,0.47,false
mince,36,77,0.47,false
through,17,36,0.47,false
chop,14,30,0.47,false
strongly,16,34,0.47,false
experience,8,17,0.47,false
boneless,8,17,0.47,false
salmon,8,17,0.47,false
postcode,15,32,0.47,false
closed,16,34,0.47,false
layer,7,15,0.47,unknown
english,9,19,0.47,false
seekh,6,13,0.46,unknown
bag,6,13,0.46,unknown
boiled,6,13,0.46,unknown
way,17,37,0.46,false
americano,6,13,0.46,unknown
sat,6,13,0.46,unknown
accept,17,37,0.46,false
popular,6,13,0.46,unknown
delivered,16,35,0.46,false
crab,6,13,0.46,unknown
chunk,6,13,0.46,unknown
sponge,5,11,0.45,unknown
when,10,22,0.45,false
jacket,9,20,0.45,false
understanding,13,29,0.45,false
such,5,11,0.45,unknown
tortilla,5,11,0.45,unknown
tropical,5,11,0.45,unknown
strip,14,31,0.45,false
haddock,59,132,0.45,false
dietary,15,33,0.45,false
spring,29,64,0.45,false
reg,5,11,0.45,unknown
which,9,20,0.45,false
email,21,47,0.45,false
seasoned,5,11,0.45,unknown
fishcake,22,49,0.45,false
yellow,4,9,0.44,unknown
rich,4,9,0.44,unknown
nut,8,18,0.44,false
everything,7,16,0.44,false
slightly,4,9,0.44,unknown
pork,8,18,0.44,false
filled,8,18,0.44,false
designed,7,16,0.44,false
cold,8,18,0.44,false
main,15,34,0.44,false
term,14,32,0.44,false
cart,4,9,0.44,unknown
place,22,50,0.44,false
different,4,9,0.44,unknown
they,8,18,0.44,false
bottl,19,43,0.44,false
ale,7,16,0.44,false
fast,4,9,0.44,unknown
privacy,14,32,0.44,false
jam,4,9,0.44,unknown
inch,11,25,0.44,false
bun,24,54,0.44,false
cashew,4,9,0.44,unknown
detail,4,9,0.44,unknown
before,18,42,0.43,false
bone,6,14,0.43,unknown
bitter,3,7,0.43,unknown
minut,3,7,0.43,unknown
skinless,3,7,0.43,unknown
away,6,14,0.43,unknown
curri,3,7,0.43,unknown
change,3,7,0.43,unknown
buttie,6,14,0.43,unknown
shake,3,7,0.43,unknown
locations,3,7,0.43,unknown
taste,10,23,0.43,false
platter,3,7,0.43,unknown
deluxe,6,14,0.43,unknown
soon,3,7,0.43,unknown
excluding,3,7,0.43,unknown
sustainable,6,14,0.43,unknown
atlantic,3,7,0.43,unknown
barbecue,6,14,0.43,unknown
this,21,49,0.43,false
popcorn,9,21,0.43,false
claim,12,28,0.43,false
use,23,53,0.43,false
charcoal,3,7,0.43,unknown
sundae,3,7,0.43,unknown
butty,25,58,0.43,false
oregano,3,7,0.43,unknown
like,25,58,0.43,false
gluten,10,23,0.43,false
award,8,19,0.42,false
ginger,10,24,0.42,false
mint,16,38,0.42,false
cod,56,134,0.42,false
chinese,14,33,0.42,false
harm,13,31,0.42,false
item,26,62,0.42,false
conditions,13,31,0.42,false
cheddar,10,24,0.42,false
ever,7,17,0.41,false
pasta,12,29,0.41,false
coffee,17,41,0.41,false
rice,18,44,0.41,false
cappuccino,7,17,0.41,false
discount,18,44,0.41,false
sour,7,17,0.41,false
mango,11,27,0.41,false
open,13,32,0.41,false
tea,20,49,0.41,false
modal,11,27,0.41,false
pudding,31,76,0.41,false
combo,7,17,0.41,false
will,20,49,0.41,false
touchsuccess,11,27,0.41,false
other,13,32,0.41,false
jack,2,5,0.4,unknown
frozen,2,5,0.4,unknown
would,18,45,0.4,false
freshest,2,5,0.4,unknown
seed,2,5,0.4,unknown
regular,37,92,0.4,false
hand,2,5,0.4,unknown
dark,2,5,0.4,unknown
people,4,10,0.4,unknown
balanced,2,5,0.4,unknown
chargrilled,2,5,0.4,unknown
topped,16,40,0.4,false
leave,2,5,0.4,unknown
requirements,2,5,0.4,unknown
date,2,5,0.4,unknown
drop,2,5,0.4,unknown
thur,2,5,0.4,unknown
square,2,5,0.4,unknown
exotic,2,5,0.4,unknown
rating,2,5,0.4,unknown
parking,2,5,0.4,unknown
enough,2,5,0.4,unknown
herbal,2,5,0.4,unknown
whipped,2,5,0.4,unknown
tue,2,5,0.4,unknown
many,4,10,0.4,unknown
bamboo,2,5,0.4,unknown
crumb,2,5,0.4,unknown
cash,2,5,0.4,unknown
lite,2,5,0.4,unknown
omelette,6,15,0.4,unknown
hint,2,5,0.4,unknown
extensive,2,5,0.4,unknown
refer,2,5,0.4,unknown
premis,2,5,0.4,unknown
sparkling,4,10,0.4,unknown
via,2,5,0.4,unknown
eye,2,5,0.4,unknown
short,2,5,0.4,unknown
mineral,6,15,0.4,unknown
melt,2,5,0.4,unknown
tender,4,10,0.4,unknown
close,16,40,0.4,false
currently,8,20,0.4,false
sole,4,10,0.4,unknown
whitebait,2,5,0.4,unknown
else,2,5,0.4,unknown
sesame,4,10,0.4,unknown
rum,2,5,0.4,unknown
into,4,10,0.4,unknown
info,4,10,0.4,unknown
cater,2,5,0.4,unknown
cooked,21,53,0.4,false
banoffee,2,5,0.4,unknown
chang,2,5,0.4,unknown
baby,2,5,0.4,unknown
swordfish,2,5,0.4,unknown
salami,23,57,0.4,false
who,14,35,0.4,false
placed,12,30,0.4,false
generous,2,5,0.4,unknown
biscuit,2,5,0.4,unknown
eat,17,42,0.4,false
deliver,4,10,0.4,unknown
just,20,51,0.39,false
margherita,26,67,0.39,false
donner,32,83,0.39,false
yoghurt,7,18,0.39,false
little,7,18,0.39,false
freshly,12,31,0.39,false
always,7,18,0.39,false
polici,12,31,0.39,false
choose,15,38,0.39,false
golden,8,21,0.38,false
sliced,10,26,0.38,false
loading,15,39,0.38,false
proceed,11,29,0.38,false
plus,5,13,0.38,unknown
piri,3,8,0.38,unknown
pot,10,26,0.38,false
these,13,34,0.38,false
dipped,3,8,0.38,unknown
locally,3,8,0.38,unknown
saturday,33,87,0.38,false
condition,11,29,0.38,false
hash,6,16,0.38,false
select,16,42,0.38,false
its,5,13,0.38,unknown
gourmet,5,13,0.38,unknown
american,6,16,0.38,false
collected,11,29,0.38,false
relish,8,21,0.38,false
promotions,11,29,0.38,false
mushy,45,120,0.38,false
apple,15,39,0.38,false
process,11,29,0.38,false
profile,11,29,0.38,false
hake,5,13,0.38,unknown
winning,5,13,0.38,unknown
sachet,8,21,0.38,false
selection,18,47,0.38,false
noodl,3,8,0.38,unknown
squid,9,24,0.38,false
succulent,3,8,0.38,unknown
variety,5,13,0.38,unknown
lager,3,8,0.38,unknown
north,3,8,0.38,unknown
but,9,24,0.38,false
spit,3,8,0.38,unknown
shoot,7,19,0.37,false
dog,7,19,0.37,false
been,7,19,0.37,false
plaice,25,68,0.37,false
store,13,35,0.37,false
hawaiian,24,65,0.37,false
vinegar,18,49,0.37,false
new,22,61,0.36,false
protection,10,28,0.36,false
free,29,81,0.36,false
toy,9,25,0.36,false
service,16,45,0.36,false
website,12,33,0.36,false
servic,12,33,0.36,false
notifications,10,28,0.36,false
warm,5,14,0.36,unknown
push,10,28,0.36,false
basket,15,42,0.36,false
policy,14,39,0.36,false
year,5,14,0.36,unknown
promotion,10,28,0.36,false
your,48,133,0.36,false
family,20,56,0.36,false
discuss,10,28,0.36,false
thin,5,14,0.36,unknown
unsubscribe,10,28,0.36,false
mix,13,36,0.36,false
chippy,13,36,0.36,false
carton,7,20,0.35,false
each,6,17,0.35,false
fri,11,31,0.35,false
has,6,17,0.35,false
sweetcorn,32,91,0.35,false
price,9,26,0.35,false
shop,27,78,0.35,false
review,21,60,0.35,false
wholetail,7,20,0.35,false
more,26,74,0.35,false
traditional,19,55,0.35,false
mega,6,17,0.35,false
some,6,17,0.35,false
ordering,7,20,0.35,false
add,22,63,0.35,false
own,14,40,0.35,false
three,8,23,0.35,false
green,20,59,0.34,false
medium,23,67,0.34,false
can,52,154,0.34,false
are,37,110,0.34,false
page,16,47,0.34,false
pounder,24,71,0.34,false
single,21,61,0.34,false
jalapeno,26,77,0.34,false
cake,53,155,0.34,false
limited,1,3,0.33,unknown
mozarella,1,3,0.33,unknown
established,2,6,0.33,unknown
zesty,1,3,0.33,unknown
beck,1,3,0.33,unknown
fantastic,2,6,0.33,unknown
secure,1,3,0.33,unknown
county,1,3,0.33,unknown
aware,1,3,0.33,unknown
example,1,3,0.33,unknown
after,4,12,0.33,unknown
recognised,1,3,0.33,unknown
bottled,6,18,0.33,false
savaloy,1,3,0.33,unknown
beefburger,2,6,0.33,unknown
debit,1,3,0.33,unknown
surprise,1,3,0.33,unknown
tzatziki,1,3,0.33,unknown
thick,4,12,0.33,unknown
john,1,3,0.33,unknown
friend,1,3,0.33,unknown
mini,19,58,0.33,false
stop,1,3,0.33,unknown
yogurt,1,3,0.33,unknown
however,2,6,0.33,unknown
news,1,3,0.33,unknown
speak,2,6,0.33,unknown
chipped,1,3,0.33,unknown
catch,3,9,0.33,unknown
seven,1,3,0.33,unknown
garam,1,3,0.33,unknown
toasted,2,6,0.33,unknown
european,1,3,0.33,unknown
delight,8,24,0.33,false
charity,1,3,0.33,unknown
butterscotch,1,3,0.33,unknown
cherri,1,3,0.33,unknown
cool,1,3,0.33,unknown
shawarma,1,3,0.33,unknown
specialities,2,6,0.33,unknown
doorstep,1,3,0.33,unknown
for,44,134,0.33,false
substituted,1,3,0.33,unknown
pathia,1,3,0.33,unknown
down,2,6,0.33,unknown
blueberry,1,3,0.33,unknown
grape,1,3,0.33,unknown
skewer,4,12,0.33,unknown
heinz,11,33,0.33,false
cheeseburgers,1,3,0.33,unknown
water,37,112,0.33,false
wait,1,3,0.33,unknown
today,10,30,0.33,false
effort,1,3,0.33,unknown
vege,1,3,0.33,unknown
crazy,1,3,0.33,unknown
max,3,9,0.33,unknown
course,1,3,0.33,unknown
texan,1,3,0.33,unknown
texas,2,6,0.33,unknown
not,14,42,0.33,false
now,14,43,0.33,false
steam,1,3,0.33,unknown
opened,1,3,0.33,unknown
pizzeria,1,3,0.33,unknown
vegetariana,1,3,0.33,unknown
marine,1,3,0.33,unknown
city,2,6,0.33,unknown
serv,2,6,0.33,unknown
gobi,1,3,0.33,unknown
rioja,1,3,0.33,unknown
calzon,2,6,0.33,unknown
few,1,3,0.33,unknown
opposite,1,3,0.33,unknown
dopiaza,1,3,0.33,unknown
berry,1,3,0.33,unknown
chorizo,1,3,0.33,unknown
disappointed,1,3,0.33,unknown
might,1,3,0.33,unknown
flaked,1,3,0.33,unknown
foot,1,3,0.33,unknown
barbecued,3,9,0.33,unknown
world,2,6,0.33,unknown
japanese,1,3,0.33,unknown
lobster,2,6,0.33,unknown
highest,2,6,0.33,unknown
sauage,1,3,0.33,unknown
paninis,1,3,0.33,unknown
lot,3,9,0.33,unknown
palate,1,3,0.33,unknown
carved,1,3,0.33,unknown
mash,2,6,0.33,unknown
tel,6,18,0.33,false
method,1,3,0.33,unknown
november,1,3,0.33,unknown
dill,1,3,0.33,unknown
search,2,6,0.33,unknown
beautiful,1,3,0.33,unknown
information,16,49,0.33,false
pesto,1,3,0.33,unknown
arrange,1,3,0.33,unknown
found,1,3,0.33,unknown
generation,1,3,0.33,unknown
superb,1,3,0.33,unknown
dont,1,3,0.33,unknown
blossom,2,6,0.33,unknown
mama,1,3,0.33,unknown
helpful,2,6,0.33,unknown
outstanding,1,3,0.33,unknown
puree,1,3,0.33,unknown
clear,1,3,0.33,unknown
fryday,1,3,0.33,unknown
giant,2,6,0.33,unknown
allergen,4,12,0.33,unknown
remove,1,3,0.33,unknown
champagne,1,3,0.33,unknown
compliment,1,3,0.33,unknown
restaurant,10,30,0.33,false
wed,3,9,0.33,unknown
aloo,1,3,0.33,unknown
village,1,3,0.33,unknown
dream,1,3,0.33,unknown
due,1,3,0.33,unknown
fire,2,6,0.33,unknown
brilliant,1,3,0.33,unknown
kingdom,1,3,0.33,unknown
ready,3,9,0.33,unknown
finesse,1,3,0.33,unknown
yorker,1,3,0.33,unknown
mighty,2,6,0.33,unknown
intense,1,3,0.33,unknown
ensur,1,3,0.33,unknown
updat,1,3,0.33,unknown
line,2,6,0.33,unknown
jumbo,35,107,0.33,false
nan,4,12,0.33,unknown
peanut,3,9,0.33,unknown
sent,1,3,0.33,unknown
bookings,1,3,0.33,unknown
click,14,42,0.33,false
giving,1,3,0.33,unknown
punch,4,12,0.33,unknown
chana,1,3,0.33,unknown
lime,1,3,0.33,unknown
belgian,1,3,0.33,unknown
forest,1,3,0.33,unknown
light,5,15,0.33,unknown
bolognaise,1,3,0.33,unknown
coriander,2,6,0.33,unknown
bueno,1,3,0.33,unknown
hoisin,1,3,0.33,unknown
oriental,2,6,0.33,unknown
system,2,6,0.33,unknown
wrapped,2,6,0.33,unknown
kashmiri,1,3,0.33,unknown
bee,1,3,0.33,unknown
centre,1,3,0.33,unknown
eight,1,3,0.33,unknown
perfection,3,9,0.33,unknown
view,14,42,0.33,false
powder,2,6,0.33,unknown
violet,1,3,0.33,unknown
attention,1,3,0.33,unknown
jalepeno,1,3,0.33,unknown
wild,1,3,0.33,unknown
supply,1,3,0.33,unknown
ripe,1,3,0.33,unknown
non,1,3,0.33,unknown
android,1,3,0.33,unknown
appetisers,2,6,0.33,unknown
colour,1,3,0.33,unknown
oak,1,3,0.33,unknown
snicker,5,15,0.33,unknown
driver,1,3,0.33,unknown
miami,1,3,0.33,unknown
leaf,1,3,0.33,unknown
