id,word,coordination
206,aa,"54.77560,-1.58374"
193,abbey,"56.46913,-2.97489"
119,abbots road stoke,"53.00415,-2.18538"
119,abbots,"53.00415,-2.18538"
119,abbots,"53.00415,-2.18538"
119,abbots,"53.00415,-2.18538"
150,ability,"53.7446,-0.33525"
87,absolut,"55.95206,-3.19648"
6,abundance,"51.51279,-0.09184"
135,abv,"52.9536,-1.15047"
135,abv,"52.9536,-1.15047"
145,abv,"52.9536,-1.15047"
145,abv,"52.9536,-1.15047"
46,abv,"53.79648,-1.54785"
46,abv,"53.79648,-1.54785"
87,abv,"55.95206,-3.19648"
87,abv,"55.95206,-3.19648"
87,abv,"55.95206,-3.19648"
87,abv,"55.95206,-3.19648"
87,abv,"55.95206,-3.19648"
87,abv,"55.95206,-3.19648"
87,abv,"55.95206,-3.19648"
87,abv,"55.95206,-3.19648"
87,abv,"55.95206,-3.19648"
87,abv,"55.95206,-3.19648"
87,abv,"55.95206,-3.19648"
87,abv,"55.95206,-3.19648"
87,abv,"55.95206,-3.19648"
87,abv,"55.95206,-3.19648"
87,abv,"55.95206,-3.19648"
87,abv,"55.95206,-3.19648"
87,abv,"55.95206,-3.19648"
87,abv,"55.95206,-3.19648"
5,access lift,"51.51279,-0.09184"
171,access,"54.97328,-1.61396"
173,access,"54.97328,-1.61396"
157,accompaniment,"54.58333,-5.93333"
240,accompaniments,"52.63220,1.28925"
219,accompaniments,"55.45862,-4.62849"
219,accompaniments,"55.45862,-4.62849"
98,accompaniments,"55.95206,-3.19648"
190,accompaniments,"56.46913,-2.97489"
156,account,"54.58333,-5.93333"
177,account,"54.90465,-1.38222"
126,accreditations,"53.79391,-1.75206"
106,achaar,"52.6386,-1.13169"
127,achar,"53.79391,-1.75206"
49,achar,"53.79648,-1.54785"
49,achar,"53.79648,-1.54785"
49,achar,"53.79648,-1.54785"
49,achar,"53.79648,-1.54785"
195,achari sauce,"56.46913,-2.97489"
219,achari vegetables,"55.45862,-4.62849"
195,achari,"56.46913,-2.97489"
195,achari,"56.46913,-2.97489"
6,acidity,"51.51279,-0.09184"
46,acidity,"53.79648,-1.54785"
180,action,"54.90465,-1.38222"
200,actity bag,"55.07216,-3.60218"
116,ad,"53.00415,-2.18538"
116,ad,"53.00415,-2.18538"
239,addition,"52.63220,1.28925"
239,addition,"52.63220,1.28925"
240,addition,"52.63220,1.28925"
27,addition,"55.86515,-4.25763"
63,additions,"53.41058,-2.97794"
124,additives,"53.79391,-1.75206"
240,address unit dragonfly lane cringleford,"52.63220,1.28925"
232,address,"50.15201,-5.06654"
183,address,"50.83333,0.13333"
183,address,"50.83333,0.13333"
5,address,"51.51279,-0.09184"
132,address,"52.40656,-1.51217"
71,address,"53.48095,-2.23743"
148,address,"53.7446,-0.33525"
156,address,"54.58333,-5.93333"
212,address,"54.66411,-2.75257"
92,address,"55.95206,-3.19648"
162,adult meals,"54.58333,-5.93333"
46,adult,"53.79648,-1.54785"
157,adults,"54.58333,-5.93333"
121,advance contact,"53.79391,-1.75206"
233,advance,"50.15201,-5.06654"
12,advance,"51.51279,-0.09184"
12,advance,"51.51279,-0.09184"
52,advance,"53.79648,-1.54785"
231,advantage,"50.37771,-4.14082"
131,adventure,"52.40656,-1.51217"
43,advertisements,"53.79648,-1.54785"
43,advertisements,"53.79648,-1.54785"
5,advice,"51.51279,-0.09184"
94,aero mint,"55.95206,-3.19648"
6,age,"51.51279,-0.09184"
27,age,"55.86515,-4.25763"
85,age,"55.95206,-3.19648"
221,ainch,"54.89228,-2.93206"
10,album cover,"51.51279,-0.09184"
10,album,"51.51279,-0.09184"
6,alcohol menu,"51.51279,-0.09184"
233,alcohol,"50.15201,-5.06654"
6,alcohol,"51.51279,-0.09184"
6,alcohol,"51.51279,-0.09184"
138,alcohol,"52.9536,-1.15047"
46,alcohol,"53.79648,-1.54785"
222,alcohol,"54.89228,-2.93206"
85,alcohol,"55.95206,-3.19648"
85,alcohol,"55.95206,-3.19648"
85,alcohol,"55.95206,-3.19648"
98,alcohol,"55.95206,-3.19648"
98,alcohols,"55.95206,-3.19648"
33,alderman road glasgow,"55.86515,-4.25763"
33,alderman road,"55.86515,-4.25763"
2,ale beef,"51.51279,-0.09184"
230,ale,"50.37771,-4.14082"
55,ale,"51.45523,-2.59665"
99,ale,"51.48,-3.18"
17,ale,"52.48142,-1.89983"
23,ale,"52.48142,-1.89983"
135,ale,"52.9536,-1.15047"
135,ale,"52.9536,-1.15047"
143,ale,"52.9536,-1.15047"
145,ale,"52.9536,-1.15047"
145,ale,"52.9536,-1.15047"
147,ale,"52.9536,-1.15047"
80,ale,"53.38297,-1.4659"
135,ales,"52.9536,-1.15047"
145,ales,"52.9536,-1.15047"
87,ales,"55.95206,-3.19648"
39,alla cream,"55.86515,-4.25763"
89,alla crema penne,"55.95206,-3.19648"
89,alla crema spaghetti,"55.95206,-3.19648"
89,alla crema,"55.95206,-3.19648"
198,alla romana,"55.07216,-3.60218"
89,alla vincenzo penne,"55.95206,-3.19648"
89,alla vincenzo spaghetti,"55.95206,-3.19648"
89,alla vincenzo,"55.95206,-3.19648"
180,allergen information,"54.90465,-1.38222"
192,allergen information,"56.46913,-2.97489"
101,allergen statements,"51.48,-3.18"
75,allergen statements,"53.48095,-2.23743"
76,allergen statements,"53.48095,-2.23743"
169,allergen statements,"54.97328,-1.61396"
227,allergens,"51.48,-3.18"
227,allergens,"51.48,-3.18"
227,allergens,"51.48,-3.18"
227,allergens,"51.48,-3.18"
1,allergens,"51.51279,-0.09184"
114,allergens,"53.00415,-2.18538"
121,allergens,"53.79391,-1.75206"
224,allergens,"54.89228,-2.93206"
192,allergens,"56.46913,-2.97489"
87,allergies,"55.95206,-3.19648"
192,allergies,"56.46913,-2.97489"
224,allergy advice,"54.89228,-2.93206"
169,allergy advice,"54.97328,-1.61396"
104,allergy info,"51.48,-3.18"
163,allergy info,"54.58333,-5.93333"
97,allergy info,"55.95206,-3.19648"
180,allergy information,"54.90465,-1.38222"
101,allergy policies,"51.48,-3.18"
75,allergy policies,"53.48095,-2.23743"
76,allergy policies,"53.48095,-2.23743"
101,allergy,"51.48,-3.18"
101,allergy,"51.48,-3.18"
104,allergy,"51.48,-3.18"
237,allergy,"52.20765,0.13200"
237,allergy,"52.20765,0.13200"
17,allergy,"52.48142,-1.89983"
17,allergy,"52.48142,-1.89983"
24,allergy,"52.48142,-1.89983"
24,allergy,"52.48142,-1.89983"
239,allergy,"52.63220,1.28925"
239,allergy,"52.63220,1.28925"
139,allergy,"52.9536,-1.15047"
139,allergy,"52.9536,-1.15047"
140,allergy,"52.9536,-1.15047"
140,allergy,"52.9536,-1.15047"
141,allergy,"52.9536,-1.15047"
141,allergy,"52.9536,-1.15047"
144,allergy,"52.9536,-1.15047"
144,allergy,"52.9536,-1.15047"
146,allergy,"52.9536,-1.15047"
146,allergy,"52.9536,-1.15047"
117,allergy,"53.00415,-2.18538"
117,allergy,"53.00415,-2.18538"
118,allergy,"53.00415,-2.18538"
118,allergy,"53.00415,-2.18538"
75,allergy,"53.48095,-2.23743"
75,allergy,"53.48095,-2.23743"
76,allergy,"53.48095,-2.23743"
76,allergy,"53.48095,-2.23743"
123,allergy,"53.79391,-1.75206"
123,allergy,"53.79391,-1.75206"
125,allergy,"53.79391,-1.75206"
125,allergy,"53.79391,-1.75206"
127,allergy,"53.79391,-1.75206"
127,allergy,"53.79391,-1.75206"
50,allergy,"53.79648,-1.54785"
50,allergy,"53.79648,-1.54785"
203,allergy,"54.57309,-1.23258"
203,allergy,"54.57309,-1.23258"
163,allergy,"54.58333,-5.93333"
207,allergy,"54.77560,-1.58374"
207,allergy,"54.77560,-1.58374"
221,allergy,"54.89228,-2.93206"
221,allergy,"54.89228,-2.93206"
222,allergy,"54.89228,-2.93206"
222,allergy,"54.89228,-2.93206"
223,allergy,"54.89228,-2.93206"
223,allergy,"54.89228,-2.93206"
180,allergy,"54.90465,-1.38222"
168,allergy,"54.97328,-1.61396"
168,allergy,"54.97328,-1.61396"
169,allergy,"54.97328,-1.61396"
169,allergy,"54.97328,-1.61396"
175,allergy,"54.97328,-1.61396"
175,allergy,"54.97328,-1.61396"
200,allergy,"55.07216,-3.60218"
200,allergy,"55.07216,-3.60218"
201,allergy,"55.07216,-3.60218"
201,allergy,"55.07216,-3.60218"
97,allergy,"55.95206,-3.19648"
190,allergy,"56.46913,-2.97489"
190,allergy,"56.46913,-2.97489"
195,allergy,"56.46913,-2.97489"
195,allergy,"56.46913,-2.97489"
187,allergy,"57.14369,-2.09814"
187,allergy,"57.14369,-2.09814"
124,allerton road,"53.79391,-1.75206"
124,allerton road,"53.79391,-1.75206"
124,allerton,"53.79391,-1.75206"
124,allerton,"53.79391,-1.75206"
124,allerton,"53.79391,-1.75206"
124,allerton,"53.79391,-1.75206"
124,allerton,"53.79391,-1.75206"
124,allerton,"53.79391,-1.75206"
124,allerton,"53.79391,-1.75206"
124,allerton,"53.79391,-1.75206"
10,allrights,"51.51279,-0.09184"
229,almond liqueur,"51.48,-3.18"
106,almond sauce,"52.6386,-1.13169"
6,almond,"51.51279,-0.09184"
6,almond,"51.51279,-0.09184"
219,almonds,"55.45862,-4.62849"
219,almonds,"55.45862,-4.62849"
219,almonds,"55.45862,-4.62849"
219,almonds,"55.45862,-4.62849"
219,almonds,"55.45862,-4.62849"
30,alpinos burger,"55.86515,-4.25763"
30,alpinos fish,"55.86515,-4.25763"
30,alpinos fish,"55.86515,-4.25763"
30,alpinos fish,"55.86515,-4.25763"
30,alpinos,"55.86515,-4.25763"
30,alpinos,"55.86515,-4.25763"
30,alpinos,"55.86515,-4.25763"
30,alpinos,"55.86515,-4.25763"
11,alternative courses,"51.51279,-0.09184"
240,alternative,"52.63220,1.28925"
135,alternative,"52.9536,-1.15047"
145,alternative,"52.9536,-1.15047"
46,alternative,"53.79648,-1.54785"
112,alternatives,"52.6386,-1.13169"
52,alternatives,"53.79648,-1.54785"
87,am,"55.95206,-3.19648"
87,amaretti biscuit,"55.95206,-3.19648"
87,amaretti biscuit,"55.95206,-3.19648"
96,amatricciana penne,"55.95206,-3.19648"
96,amatricciana,"55.95206,-3.19648"
96,amatricciana,"55.95206,-3.19648"
91,amatriciana,"55.95206,-3.19648"
91,amatriciana,"55.95206,-3.19648"
91,amatriciana,"55.95206,-3.19648"
94,amatriciana,"55.95206,-3.19648"
94,amatriciana,"55.95206,-3.19648"
94,amatriciana,"55.95206,-3.19648"
49,americana burger quarter pounder,"53.79648,-1.54785"
127,americana burger,"53.79391,-1.75206"
127,americana burger,"53.79391,-1.75206"
49,americana burger,"53.79648,-1.54785"
81,americano burger half pounder,"53.38297,-1.4659"
81,americano burger quarter pounder,"53.38297,-1.4659"
154,americano meat,"54.58333,-5.93333"
154,americano meat,"54.58333,-5.93333"
154,americano meat,"54.58333,-5.93333"
81,americano pizza,"53.38297,-1.4659"
81,americano pizza,"53.38297,-1.4659"
28,americano pizza,"55.86515,-4.25763"
28,americano pizza,"55.86515,-4.25763"
28,americano pizza,"55.86515,-4.25763"
28,americano pizza,"55.86515,-4.25763"
28,americano pizza,"55.86515,-4.25763"
28,americano pizza,"55.86515,-4.25763"
229,americano,"51.48,-3.18"
239,americano,"52.63220,1.28925"
125,americano,"53.79391,-1.75206"
125,americano,"53.79391,-1.75206"
220,americano,"54.32822,-2.74565"
31,americano,"55.86515,-4.25763"
87,americano,"55.95206,-3.19648"
37,amore pizza,"55.86515,-4.25763"
126,amounts,"53.79391,-1.75206"
201,anchovies capers,"55.07216,-3.60218"
20,anchovies,"52.48142,-1.89983"
20,anchovies,"52.48142,-1.89983"
20,anchovies,"52.48142,-1.89983"
111,anchovies,"52.6386,-1.13169"
111,anchovies,"52.6386,-1.13169"
111,anchovies,"52.6386,-1.13169"
111,anchovies,"52.6386,-1.13169"
111,anchovies,"52.6386,-1.13169"
111,anchovies,"52.6386,-1.13169"
111,anchovies,"52.6386,-1.13169"
111,anchovies,"52.6386,-1.13169"
111,anchovies,"52.6386,-1.13169"
111,anchovies,"52.6386,-1.13169"
111,anchovies,"52.6386,-1.13169"
111,anchovies,"52.6386,-1.13169"
139,anchovies,"52.9536,-1.15047"
221,anchovies,"54.89228,-2.93206"
221,anchovies,"54.89228,-2.93206"
180,anchovies,"54.90465,-1.38222"
180,anchovies,"54.90465,-1.38222"
28,anchovies,"55.86515,-4.25763"
28,anchovies,"55.86515,-4.25763"
28,anchovies,"55.86515,-4.25763"
28,anchovies,"55.86515,-4.25763"
28,anchovies,"55.86515,-4.25763"
28,anchovies,"55.86515,-4.25763"
87,anchovies,"55.95206,-3.19648"
93,anchovies,"55.95206,-3.19648"
93,anchovies,"55.95206,-3.19648"
93,anchovies,"55.95206,-3.19648"
93,anchovies,"55.95206,-3.19648"
93,anchovies,"55.95206,-3.19648"
93,anchovies,"55.95206,-3.19648"
97,anchovies,"55.95206,-3.19648"
88,anchovy,"55.95206,-3.19648"
88,anchovy,"55.95206,-3.19648"
88,anchovy,"55.95206,-3.19648"
46,ancora pinot grigio,"53.79648,-1.54785"
46,ancora pinot,"53.79648,-1.54785"
46,ancora pinot,"53.79648,-1.54785"
180,ands,"54.90465,-1.38222"
213,angel burger,"54.66411,-2.75257"
213,angel gravy,"54.66411,-2.75257"
213,angel lane chippie,"54.66411,-2.75257"
95,angelo`s,"55.95206,-3.19648"
95,angelo`s,"55.95206,-3.19648"
56,angelos,"51.45523,-2.59665"
185,angus beef,"50.83333,0.13333"
87,angus burgers,"55.95206,-3.19648"
87,angus burgers,"55.95206,-3.19648"
126,animal protein,"53.79391,-1.75206"
202,annan,"55.07216,-3.60218"
36,anniesland,"55.86515,-4.25763"
36,anniesland,"55.86515,-4.25763"
31,anns fry,"55.86515,-4.25763"
232,anyone staff,"50.15201,-5.06654"
232,anyone,"50.15201,-5.06654"
232,anyone,"50.15201,-5.06654"
101,anyone,"51.48,-3.18"
157,anyone,"54.58333,-5.93333"
44,anything,"53.79648,-1.54785"
46,aperitif,"53.79648,-1.54785"
106,apna style kebabs,"52.6386,-1.13169"
49,apna,"53.79648,-1.54785"
51,apna,"53.79648,-1.54785"
51,apna,"53.79648,-1.54785"
51,apna,"53.79648,-1.54785"
51,apna,"53.79648,-1.54785"
51,apna,"53.79648,-1.54785"
51,apna,"53.79648,-1.54785"
140,apollo,"52.9536,-1.15047"
117,apollo,"53.00415,-2.18538"
101,app,"51.48,-3.18"
134,app,"52.40656,-1.51217"
134,app,"52.40656,-1.51217"
134,app,"52.40656,-1.51217"
134,app,"52.40656,-1.51217"
134,app,"52.40656,-1.51217"
134,app,"52.40656,-1.51217"
154,app,"54.58333,-5.93333"
155,app,"54.58333,-5.93333"
193,app,"56.46913,-2.97489"
194,app,"56.46913,-2.97489"
236,appetisers,"50.71936,-3.53271"
236,appetisers,"50.71936,-3.53271"
237,appetisers,"52.20765,0.13200"
63,appetisers,"53.41058,-2.97794"
127,appetisers,"53.79391,-1.75206"
25,appetisers,"55.86515,-4.25763"
25,appetisers,"55.86515,-4.25763"
37,appetisers,"55.86515,-4.25763"
101,appetite,"51.48,-3.18"
151,appetite,"53.7446,-0.33525"
124,appetite,"53.79391,-1.75206"
98,appetizer,"55.95206,-3.19648"
87,apple cake,"55.95206,-3.19648"
6,apple cider,"51.51279,-0.09184"
87,apple cranberry,"55.95206,-3.19648"
6,apple crumble,"51.51279,-0.09184"
125,apple crumble,"53.79391,-1.75206"
49,apple crumble,"53.79648,-1.54785"
70,apple flavour,"53.48095,-2.23743"
234,apple fritter syrup,"50.15201,-5.06654"
236,apple fritter,"50.71936,-3.53271"
237,apple fritters,"52.20765,0.13200"
220,apple fritters,"54.32822,-2.74565"
186,apple fruit shoot,"50.83333,0.13333"
121,apple juice calories,"53.79391,-1.75206"
121,apple juice carton,"53.79391,-1.75206"
54,apple juice,"51.45523,-2.59665"
99,apple juice,"51.48,-3.18"
99,apple juice,"51.48,-3.18"
99,apple juice,"51.48,-3.18"
99,apple juice,"51.48,-3.18"
10,apple juice,"51.51279,-0.09184"
125,apple mango,"53.79391,-1.75206"
66,apple pay,"53.48095,-2.23743"
233,apple pie,"50.15201,-5.06654"
233,apple pie,"50.15201,-5.06654"
11,apple pie,"51.51279,-0.09184"
242,apple pie,"52.05834,1.15472"
237,apple pie,"52.20765,0.13200"
239,apple pie,"52.63220,1.28925"
30,apple pie,"55.86515,-4.25763"
30,apple pie,"55.86515,-4.25763"
133,apple pies,"52.40656,-1.51217"
186,apple tango,"50.83333,0.13333"
2,apple tango,"51.51279,-0.09184"
134,apple tango,"52.40656,-1.51217"
22,apple tango,"52.48142,-1.89983"
146,apple tango,"52.9536,-1.15047"
50,apple tango,"53.79648,-1.54785"
222,apple tango,"54.89228,-2.93206"
87,apple wisteria blossom,"55.95206,-3.19648"
6,apple,"51.51279,-0.09184"
6,apple,"51.51279,-0.09184"
135,apple,"52.9536,-1.15047"
145,apple,"52.9536,-1.15047"
84,apple,"53.38297,-1.4659"
87,apple,"55.95206,-3.19648"
87,apple,"55.95206,-3.19648"
6,apples,"51.51279,-0.09184"
87,apples,"55.95206,-3.19648"
87,appletizer,"55.95206,-3.19648"
71,appointment,"53.48095,-2.23743"
6,apricot,"51.51279,-0.09184"
224,apricots,"54.89228,-2.93206"
232,april,"50.15201,-5.06654"
232,april,"50.15201,-5.06654"
63,aq,"53.41058,-2.97794"
12,aquarium,"51.51279,-0.09184"
87,arabica,"55.95206,-3.19648"
87,arancia,"55.95206,-3.19648"
87,aranciata,"55.95206,-3.19648"
204,archives,"54.57309,-1.23258"
206,area chip shop chips,"54.77560,-1.58374"
233,area,"50.15201,-5.06654"
56,area,"51.45523,-2.59665"
101,area,"51.48,-3.18"
229,area,"51.48,-3.18"
75,area,"53.48095,-2.23743"
76,area,"53.48095,-2.23743"
124,area,"53.79391,-1.75206"
126,area,"53.79391,-1.75206"
163,area,"54.58333,-5.93333"
163,area,"54.58333,-5.93333"
29,area,"55.86515,-4.25763"
102,areas,"51.48,-3.18"
228,areas,"51.48,-3.18"
126,areas,"53.79391,-1.75206"
46,areas,"53.79648,-1.54785"
6,aroma,"51.51279,-0.09184"
46,aroma,"53.79648,-1.54785"
6,aromas,"51.51279,-0.09184"
46,aromas,"53.79648,-1.54785"
87,aromas,"55.95206,-3.19648"
29,arrabiatta pasta,"55.86515,-4.25763"
243,arrangement,"52.05834,1.15472"
52,arrangement,"53.79648,-1.54785"
240,array,"52.63220,1.28925"
99,arrival,"51.48,-3.18"
48,arrival,"53.79648,-1.54785"
124,arrow,"53.79391,-1.75206"
201,artichokes,"55.07216,-3.60218"
93,artichokes,"55.95206,-3.19648"
93,artichokes,"55.95206,-3.19648"
93,artichokes,"55.95206,-3.19648"
143,ashley,"52.9536,-1.15047"
140,aspleys,"52.9536,-1.15047"
140,aspleys,"52.9536,-1.15047"
140,aspleys,"52.9536,-1.15047"
48,asterisk,"53.79648,-1.54785"
224,asthma,"54.89228,-2.93206"
124,atmosphere,"53.79391,-1.75206"
150,attention skill,"53.7446,-0.33525"
231,attention,"50.37771,-4.14082"
7,attention,"51.51279,-0.09184"
12,attraction,"51.51279,-0.09184"
3,aug,"51.51279,-0.09184"
46,australia,"53.79648,-1.54785"
162,avail,"54.58333,-5.93333"
99,availability,"51.48,-3.18"
11,availability,"51.51279,-0.09184"
5,availability,"51.51279,-0.09184"
6,availability,"51.51279,-0.09184"
74,availability,"53.48095,-2.23743"
46,availability,"53.79648,-1.54785"
46,availability,"53.79648,-1.54785"
46,availability,"53.79648,-1.54785"
48,availability,"53.79648,-1.54785"
208,avenue newcastle,"54.77560,-1.58374"
243,avenue,"52.05834,1.15472"
240,avocado salad,"52.63220,1.28925"
11,avocado,"51.51279,-0.09184"
11,avocado,"51.51279,-0.09184"
226,award,"51.62125,-3.94490"
226,award,"51.62125,-3.94490"
241,award,"52.05834,1.15472"
135,award,"52.9536,-1.15047"
135,award,"52.9536,-1.15047"
145,award,"52.9536,-1.15047"
145,award,"52.9536,-1.15047"
114,award,"53.00415,-2.18538"
151,award,"53.7446,-0.33525"
48,award,"53.79648,-1.54785"
52,award,"53.79648,-1.54785"
157,award,"54.58333,-5.93333"
157,award,"54.58333,-5.93333"
157,award,"54.58333,-5.93333"
157,award,"54.58333,-5.93333"
157,award,"54.58333,-5.93333"
157,award,"54.58333,-5.93333"
162,award,"54.58333,-5.93333"
162,award,"54.58333,-5.93333"
162,award,"54.58333,-5.93333"
174,award,"54.97328,-1.61396"
174,award,"54.97328,-1.61396"
1,awards,"51.51279,-0.09184"
107,awards,"52.6386,-1.13169"
213,awards,"54.66411,-2.75257"
214,awards,"54.66411,-2.75257"
33,awe,"55.86515,-4.25763"
45,aysha,"53.79648,-1.54785"
46,azzuro abv,"53.79648,-1.54785"
239,b,"52.63220,1.28925"
237,baby corn,"52.20765,0.13200"
60,baby corn,"53.41058,-2.97794"
60,baby corn,"53.41058,-2.97794"
60,baby corn,"53.41058,-2.97794"
60,baby corn,"53.41058,-2.97794"
60,baby corn,"53.41058,-2.97794"
60,baby corn,"53.41058,-2.97794"
60,baby corn,"53.41058,-2.97794"
60,baby corn,"53.41058,-2.97794"
106,baby cucumber pepper onion,"52.6386,-1.13169"
97,bacardi breezer,"55.95206,-3.19648"
229,bacardi rum,"51.48,-3.18"
87,bacardi,"55.95206,-3.19648"
232,back,"50.15201,-5.06654"
114,bacon bap,"53.00415,-2.18538"
114,bacon bap,"53.00415,-2.18538"
163,bacon bap,"54.58333,-5.93333"
65,bacon barm,"53.48095,-2.23743"
130,bacon batch,"52.40656,-1.51217"
239,bacon burger,"52.63220,1.28925"
139,bacon burger,"52.9536,-1.15047"
118,bacon burger,"53.00415,-2.18538"
118,bacon burger,"53.00415,-2.18538"
118,bacon burger,"53.00415,-2.18538"
61,bacon burger,"53.41058,-2.97794"
51,bacon burger,"53.79648,-1.54785"
51,bacon burger,"53.79648,-1.54785"
221,bacon burger,"54.89228,-2.93206"
223,bacon burger,"54.89228,-2.93206"
200,bacon burger,"55.07216,-3.60218"
85,bacon burger,"55.95206,-3.19648"
85,bacon burger,"55.95206,-3.19648"
114,bacon cheese bbq sauce,"53.00415,-2.18538"
114,bacon cheese burger,"53.00415,-2.18538"
164,bacon cheese burger,"54.58333,-5.93333"
31,bacon cheese burger,"55.86515,-4.25763"
31,bacon cheese burger,"55.86515,-4.25763"
96,bacon cheese burger,"55.95206,-3.19648"
87,bacon cheese chicken ham onion mushroom,"55.95206,-3.19648"
139,bacon cheese egg lettuce,"52.9536,-1.15047"
229,bacon cheese rocket,"51.48,-3.18"
185,bacon cheese,"50.83333,0.13333"
229,bacon cheese,"51.48,-3.18"
157,bacon cheese,"54.58333,-5.93333"
160,bacon cheese,"54.58333,-5.93333"
157,bacon cheeseburger,"54.58333,-5.93333"
157,bacon cheeseburger,"54.58333,-5.93333"
146,bacon cob,"52.9536,-1.15047"
96,bacon cream egg,"55.95206,-3.19648"
96,bacon cream egg,"55.95206,-3.19648"
96,bacon cream egg,"55.95206,-3.19648"
87,bacon cumberland sausage,"55.95206,-3.19648"
61,bacon dinner,"53.41058,-2.97794"
97,bacon egg cream,"55.95206,-3.19648"
157,bacon egg sausage,"54.58333,-5.93333"
157,bacon egg soda breakfast,"54.58333,-5.93333"
160,bacon egg,"54.58333,-5.93333"
160,bacon egg,"54.58333,-5.93333"
198,bacon egg,"55.07216,-3.60218"
198,bacon egg,"55.07216,-3.60218"
238,bacon feast,"52.20765,0.13200"
238,bacon feast,"52.20765,0.13200"
238,bacon feast,"52.20765,0.13200"
118,bacon ham mushrooms,"53.00415,-2.18538"
160,bacon lettuce,"54.58333,-5.93333"
87,bacon monterey jack cheese,"55.95206,-3.19648"
49,bacon mushrooms,"53.79648,-1.54785"
49,bacon mushrooms,"53.79648,-1.54785"
49,bacon mushrooms,"53.79648,-1.54785"
49,bacon mushrooms,"53.79648,-1.54785"
201,bacon onion cream,"55.07216,-3.60218"
96,bacon onion wine,"55.95206,-3.19648"
96,bacon onion wine,"55.95206,-3.19648"
96,bacon onion wine,"55.95206,-3.19648"
201,bacon onions,"55.07216,-3.60218"
91,bacon onions,"55.95206,-3.19648"
91,bacon onions,"55.95206,-3.19648"
91,bacon onions,"55.95206,-3.19648"
94,bacon onions,"55.95206,-3.19648"
94,bacon onions,"55.95206,-3.19648"
94,bacon onions,"55.95206,-3.19648"
87,bacon parma ham,"55.95206,-3.19648"
239,bacon pizza,"52.63220,1.28925"
221,bacon pizza,"54.89228,-2.93206"
221,bacon pizza,"54.89228,-2.93206"
189,bacon pizza,"57.14369,-2.09814"
189,bacon pizza,"57.14369,-2.09814"
87,bacon prosciutto,"55.95206,-3.19648"
162,bacon range egg slice,"54.58333,-5.93333"
139,bacon roll,"52.9536,-1.15047"
221,bacon roll,"54.89228,-2.93206"
222,bacon roll,"54.89228,-2.93206"
65,bacon sausage eggs tomato beans mushrooms,"53.48095,-2.23743"
65,bacon sausage eggs tomato toast,"53.48095,-2.23743"
130,bacon sausage,"52.40656,-1.51217"
239,bacon sausage,"52.63220,1.28925"
87,bacon sausage,"55.95206,-3.19648"
157,bacon soda breakfast,"54.58333,-5.93333"
160,bacon soda breakfast,"54.58333,-5.93333"
157,bacon succulent ground beef burger,"54.58333,-5.93333"
157,bacon succulent ground beef burger,"54.58333,-5.93333"
157,bacon succulent ground beef burger,"54.58333,-5.93333"
221,bacon topping,"54.89228,-2.93206"
49,bacon turkey onion cheese slice,"53.79648,-1.54785"
160,bacon wrap,"54.58333,-5.93333"
185,bacon,"50.83333,0.13333"
54,bacon,"51.45523,-2.59665"
238,bacon,"52.20765,0.13200"
238,bacon,"52.20765,0.13200"
238,bacon,"52.20765,0.13200"
238,bacon,"52.20765,0.13200"
238,bacon,"52.20765,0.13200"
238,bacon,"52.20765,0.13200"
238,bacon,"52.20765,0.13200"
238,bacon,"52.20765,0.13200"
238,bacon,"52.20765,0.13200"
238,bacon,"52.20765,0.13200"
238,bacon,"52.20765,0.13200"
130,bacon,"52.40656,-1.51217"
16,bacon,"52.48142,-1.89983"
111,bacon,"52.6386,-1.13169"
139,bacon,"52.9536,-1.15047"
139,bacon,"52.9536,-1.15047"
139,bacon,"52.9536,-1.15047"
139,bacon,"52.9536,-1.15047"
139,bacon,"52.9536,-1.15047"
146,bacon,"52.9536,-1.15047"
114,bacon,"53.00415,-2.18538"
116,bacon,"53.00415,-2.18538"
61,bacon,"53.41058,-2.97794"
49,bacon,"53.79648,-1.54785"
51,bacon,"53.79648,-1.54785"
51,bacon,"53.79648,-1.54785"
51,bacon,"53.79648,-1.54785"
51,bacon,"53.79648,-1.54785"
51,bacon,"53.79648,-1.54785"
51,bacon,"53.79648,-1.54785"
157,bacon,"54.58333,-5.93333"
157,bacon,"54.58333,-5.93333"
157,bacon,"54.58333,-5.93333"
160,bacon,"54.58333,-5.93333"
160,bacon,"54.58333,-5.93333"
160,bacon,"54.58333,-5.93333"
160,bacon,"54.58333,-5.93333"
160,bacon,"54.58333,-5.93333"
160,bacon,"54.58333,-5.93333"
160,bacon,"54.58333,-5.93333"
162,bacon,"54.58333,-5.93333"
162,bacon,"54.58333,-5.93333"
164,bacon,"54.58333,-5.93333"
164,bacon,"54.58333,-5.93333"
164,bacon,"54.58333,-5.93333"
164,bacon,"54.58333,-5.93333"
164,bacon,"54.58333,-5.93333"
164,bacon,"54.58333,-5.93333"
164,bacon,"54.58333,-5.93333"
208,bacon,"54.77560,-1.58374"
208,bacon,"54.77560,-1.58374"
221,bacon,"54.89228,-2.93206"
221,bacon,"54.89228,-2.93206"
221,bacon,"54.89228,-2.93206"
221,bacon,"54.89228,-2.93206"
221,bacon,"54.89228,-2.93206"
221,bacon,"54.89228,-2.93206"
221,bacon,"54.89228,-2.93206"
221,bacon,"54.89228,-2.93206"
