232,"50.15201,-5.06654",address
233,"50.15201,-5.06654",advance
233,"50.15201,-5.06654",alcohol
232,"50.15201,-5.06654",anyone
232,"50.15201,-5.06654",anyone
232,"50.15201,-5.06654",anyone
233,"50.15201,-5.06654",apple
233,"50.15201,-5.06654",apple
234,"50.15201,-5.06654",apple
232,"50.15201,-5.06654",april
232,"50.15201,-5.06654",april
233,"50.15201,-5.06654",area
234,"50.15201,-5.06654",area
232,"50.15201,-5.06654",ask
232,"50.15201,-5.06654",ask
233,"50.15201,-5.06654",ask
232,"50.15201,-5.06654",august
233,"50.15201,-5.06654",banana
233,"50.15201,-5.06654",banana
234,"50.15201,-5.06654",banana
234,"50.15201,-5.06654",banana
234,"50.15201,-5.06654",banana
233,"50.15201,-5.06654",bap
233,"50.15201,-5.06654",bap
233,"50.15201,-5.06654",bap
233,"50.15201,-5.06654",bap
233,"50.15201,-5.06654",bap
233,"50.15201,-5.06654",bap
233,"50.15201,-5.06654",bap
233,"50.15201,-5.06654",bap
233,"50.15201,-5.06654",bap
233,"50.15201,-5.06654",bap
234,"50.15201,-5.06654",bap
234,"50.15201,-5.06654",bap
234,"50.15201,-5.06654",bap
234,"50.15201,-5.06654",bap
234,"50.15201,-5.06654",bap
232,"50.15201,-5.06654",baps
232,"50.15201,-5.06654",bar
233,"50.15201,-5.06654",bar
233,"50.15201,-5.06654",bar
234,"50.15201,-5.06654",bar
234,"50.15201,-5.06654",bar
234,"50.15201,-5.06654",bar
234,"50.15201,-5.06654",bar
234,"50.15201,-5.06654",bars
232,"50.15201,-5.06654",batter
232,"50.15201,-5.06654",batter
232,"50.15201,-5.06654",batter
232,"50.15201,-5.06654",batter
232,"50.15201,-5.06654",bay
232,"50.15201,-5.06654",bay
232,"50.15201,-5.06654",bean
232,"50.15201,-5.06654",bean
232,"50.15201,-5.06654",beans
233,"50.15201,-5.06654",beans
233,"50.15201,-5.06654",beans
233,"50.15201,-5.06654",beans
233,"50.15201,-5.06654",beans
234,"50.15201,-5.06654",beans
234,"50.15201,-5.06654",beans
234,"50.15201,-5.06654",beans
234,"50.15201,-5.06654",beans
234,"50.15201,-5.06654",beans
234,"50.15201,-5.06654",beans
234,"50.15201,-5.06654",beans
234,"50.15201,-5.06654",beans
234,"50.15201,-5.06654",beans
234,"50.15201,-5.06654",beans
234,"50.15201,-5.06654",beans
234,"50.15201,-5.06654",beans
232,"50.15201,-5.06654",beef
233,"50.15201,-5.06654",beef
233,"50.15201,-5.06654",beef
233,"50.15201,-5.06654",beef
233,"50.15201,-5.06654",beef
234,"50.15201,-5.06654",beefburger
234,"50.15201,-5.06654",beefburger
234,"50.15201,-5.06654",beefburger
234,"50.15201,-5.06654",beer
232,"50.15201,-5.06654",beetroot
233,"50.15201,-5.06654",betty
234,"50.15201,-5.06654",beverages
232,"50.15201,-5.06654",bites
233,"50.15201,-5.06654",bites
233,"50.15201,-5.06654",bites
233,"50.15201,-5.06654",bites
234,"50.15201,-5.06654",bites
233,"50.15201,-5.06654",blackcurrant
234,"50.15201,-5.06654",blue
232,"50.15201,-5.06654",board
233,"50.15201,-5.06654",boat
232,"50.15201,-5.06654",boats
233,"50.15201,-5.06654",boston
233,"50.15201,-5.06654",bottle
233,"50.15201,-5.06654",bottle
233,"50.15201,-5.06654",bottles
233,"50.15201,-5.06654",bottles
234,"50.15201,-5.06654",bottles
232,"50.15201,-5.06654",bowl
232,"50.15201,-5.06654",bowls
232,"50.15201,-5.06654",box
232,"50.15201,-5.06654",box
232,"50.15201,-5.06654",box
233,"50.15201,-5.06654",bread
233,"50.15201,-5.06654",bread
234,"50.15201,-5.06654",bread
234,"50.15201,-5.06654",bread
234,"50.15201,-5.06654",bread
234,"50.15201,-5.06654",bread
232,"50.15201,-5.06654",breast
232,"50.15201,-5.06654",breast
232,"50.15201,-5.06654",breast
233,"50.15201,-5.06654",breast
233,"50.15201,-5.06654",bright
233,"50.15201,-5.06654",bright
232,"50.15201,-5.06654",brilliant
233,"50.15201,-5.06654",brown
232,"50.15201,-5.06654",bryony
233,"50.15201,-5.06654",bucket
233,"50.15201,-5.06654",budweiser
232,"50.15201,-5.06654",burger
232,"50.15201,-5.06654",burger
232,"50.15201,-5.06654",burger
232,"50.15201,-5.06654",burger
232,"50.15201,-5.06654",burger
232,"50.15201,-5.06654",burger
232,"50.15201,-5.06654",burger
232,"50.15201,-5.06654",burger
233,"50.15201,-5.06654",burger
233,"50.15201,-5.06654",burger
233,"50.15201,-5.06654",burger
233,"50.15201,-5.06654",burger
233,"50.15201,-5.06654",burger
233,"50.15201,-5.06654",burger
233,"50.15201,-5.06654",burger
233,"50.15201,-5.06654",burger
233,"50.15201,-5.06654",burger
233,"50.15201,-5.06654",burger
233,"50.15201,-5.06654",burger
233,"50.15201,-5.06654",burger
233,"50.15201,-5.06654",burger
233,"50.15201,-5.06654",burger
233,"50.15201,-5.06654",burger
233,"50.15201,-5.06654",burger
234,"50.15201,-5.06654",burger
232,"50.15201,-5.06654",burgers
232,"50.15201,-5.06654",business
233,"50.15201,-5.06654",butter
233,"50.15201,-5.06654",butter
234,"50.15201,-5.06654",cadbury
232,"50.15201,-5.06654",cake
233,"50.15201,-5.06654",cake
233,"50.15201,-5.06654",cake
233,"50.15201,-5.06654",cake
233,"50.15201,-5.06654",cake
233,"50.15201,-5.06654",cake
233,"50.15201,-5.06654",cakes
232,"50.15201,-5.06654",camembert
234,"50.15201,-5.06654",cannot
233,"50.15201,-5.06654",cans
233,"50.15201,-5.06654",cans
233,"50.15201,-5.06654",care
233,"50.15201,-5.06654",carlsburg
232,"50.15201,-5.06654",caston
232,"50.15201,-5.06654",catch
233,"50.15201,-5.06654",cater
232,"50.15201,-5.06654",caught
232,"50.15201,-5.06654",caught
232,"50.15201,-5.06654",caught
232,"50.15201,-5.06654",centre
232,"50.15201,-5.06654",chalk
233,"50.15201,-5.06654",changes
233,"50.15201,-5.06654",changes
233,"50.15201,-5.06654",charity
233,"50.15201,-5.06654",charity
233,"50.15201,-5.06654",cheddar
232,"50.15201,-5.06654",cheese
232,"50.15201,-5.06654",cheese
232,"50.15201,-5.06654",cheese
233,"50.15201,-5.06654",cheese
233,"50.15201,-5.06654",cheese
233,"50.15201,-5.06654",cheese
233,"50.15201,-5.06654",cheese
233,"50.15201,-5.06654",cheese
233,"50.15201,-5.06654",cheese
233,"50.15201,-5.06654",cheese
233,"50.15201,-5.06654",cheese
234,"50.15201,-5.06654",cheese
234,"50.15201,-5.06654",cheese
234,"50.15201,-5.06654",cheese
234,"50.15201,-5.06654",cheeseburger
232,"50.15201,-5.06654",cheesy
233,"50.15201,-5.06654",chef
232,"50.15201,-5.06654",chelsey
232,"50.15201,-5.06654",chick
232,"50.15201,-5.06654",chicken
232,"50.15201,-5.06654",chicken
232,"50.15201,-5.06654",chicken
232,"50.15201,-5.06654",chicken
232,"50.15201,-5.06654",chicken
232,"50.15201,-5.06654",chicken
232,"50.15201,-5.06654",chicken
232,"50.15201,-5.06654",chicken
232,"50.15201,-5.06654",chicken
232,"50.15201,-5.06654",chicken
232,"50.15201,-5.06654",chicken
233,"50.15201,-5.06654",chicken
233,"50.15201,-5.06654",chicken
233,"50.15201,-5.06654",chicken
233,"50.15201,-5.06654",chicken
233,"50.15201,-5.06654",chicken
233,"50.15201,-5.06654",chicken
233,"50.15201,-5.06654",chicken
233,"50.15201,-5.06654",chicken
234,"50.15201,-5.06654",chicken
234,"50.15201,-5.06654",chicken
234,"50.15201,-5.06654",chicken
234,"50.15201,-5.06654",chicken
234,"50.15201,-5.06654",chicken
234,"50.15201,-5.06654",chicken
234,"50.15201,-5.06654",chicken
233,"50.15201,-5.06654",child
234,"50.15201,-5.06654",child
234,"50.15201,-5.06654",child
234,"50.15201,-5.06654",child
234,"50.15201,-5.06654",child
234,"50.15201,-5.06654",child
234,"50.15201,-5.06654",child
234,"50.15201,-5.06654",child
234,"50.15201,-5.06654",child
234,"50.15201,-5.06654",child
234,"50.15201,-5.06654",child
234,"50.15201,-5.06654",child
233,"50.15201,-5.06654",childhood
232,"50.15201,-5.06654",children
233,"50.15201,-5.06654",children
233,"50.15201,-5.06654",children
233,"50.15201,-5.06654",children
234,"50.15201,-5.06654",children
234,"50.15201,-5.06654",children
233,"50.15201,-5.06654",childrens
232,"50.15201,-5.06654",chiller
232,"50.15201,-5.06654",chip
232,"50.15201,-5.06654",chip
232,"50.15201,-5.06654",chip
232,"50.15201,-5.06654",chip
233,"50.15201,-5.06654",chip
233,"50.15201,-5.06654",chip
233,"50.15201,-5.06654",chip
233,"50.15201,-5.06654",chip
233,"50.15201,-5.06654",chippie
232,"50.15201,-5.06654",chips
